"ANID","Group","Sr","Co","B","Ni","U","Li","MgO","Na2O","Ti","Sc","Al2O3","K2O","CaCO3","Zn","Mo","SiO2","Cd","Ba","Rb","Cr","LOF_outlier","TSNE1","TSNE2"
"23G-BA01(2)","23G-BA",3.79778679678836,17.0470207477118,24.4719566482298,4.42718306376279,26.1477790842668,1.38961914692713,29.0299977420056,188.818976912555,83.4928767750765,3.76418855146609,130.984400128287,0,4557.87630329696,20.2516923279364,56.1635291144715,991109.234375835,6.98009745452651,11.7983128690553,1.45692904608748,0,1,4.67849807995929,-3.0955808998378
"23G-BA02","23G-BA",71.7592109965902,15.3169925570792,195.298454239772,11.2537088124891,9.89266438689565,3.38434344551624,115.372420292485,338.194618487241,68.179529369589,0,230.314437029984,0,14212.2228847041,97.5151400758631,103.59496618441,973946.268953904,29.0694112684147,5597.53806388039,2.85363764242456,0,1,-11.204282763891,6.99429253914569
"23G-BA03","23G-BA",1.36769416705809,11.3246106732614,7.33145056832924,0.983400126634152,12.6146643874099,0.161491484817341,32.7531842627066,22.6789268458516,18.4654296335187,8.30166044652948,28.6733371743418,0,3383.00837243694,16.0602150490965,2.31356084864388,988624.033576934,2.262363628183,3.71021566905291,0.249848945836965,0,1,-1.96110504145987,-3.20368346981263
"23G-BA04","23G-BA",1.98861066819755,13.6138669732581,12.0037157877516,0,2.20756393572768,0.887787177973913,40.1972584872261,100.324226326903,10.0997529342876,6.1925796711502,82.8449267882424,0,4953.60136978897,24.5001939825059,4.44811809318131,993163.761091752,6.64535186405666,2.40696415552161,1.05680676513024,0,1,14.9221577801841,-4.18708816414016
"23G-BA04(2)","23G-BA",3.94080473300914,11.4571853247521,39.8390394366114,4.62602814607428,6.33651550869135,1.1105188980029,62.1076347821948,124.15020439812,16.0373023052131,12.1193435449821,93.7906512483264,0,5038.85284828891,38.9236138364186,2.54272489683241,993404.374021614,0,62.1034544675765,1.81234096074709,176.817006902101,1,15.3125761277287,-4.18784080791085
"23G-BA07","23G-BA",2.65348572538986,9.88160051545496,89.8298354755235,4.63472975876333,2.9150273755424,0.818896374440708,87.0723174592172,92.8260819725776,100.459939988202,9.26125605356164,108.646421103948,0,8542.57565749221,34.6255998957946,8.38093927400376,980146.91521195,9.56672554983243,3.10127848869177,1.45342836450246,0,1,-9.30658643501577,3.76894822388591
"23G-BA08","23G-BA",1.28953032175121,6.50131119978854,16.8074784553443,0.883405031864255,4.76683681325458,0.343174398994491,120.146820186209,349.020560283944,12.246653236691,7.7428121899552,539.190068727586,108.814735214963,5371.74821298425,38.6730895247769,1.15054665654732,992006.07589977,4.72799878965667,2.86467379108477,1.31688881140993,0,1,5.45438202453552,-5.26648916081996
"23G-BA09","23G-BA",56.8834642264111,24.0394413456534,29.1833075603525,9.31304880166784,14.6348354736314,1.65578639545519,199.069426523526,127.453041281053,19.1080707906912,7.40663820863253,1262.89553148764,834.42722154881,13862.3007324002,41.2936972320155,56.5524824290732,970531.440054351,6.24293146267737,48.615937893723,1.65468343863193,0,1,-12.1639865008163,6.78426527850481
"23G-BA10","23G-BA",3.84358487221195,7.78069275685326,7.95498043440248,0.561467479165624,4.49203609838237,0.341498797968557,29.9423337937043,39.2176208900519,5.83724836868781,4.43343641537227,21.9428083730693,153.056349524609,4019.0458462996,18.5656531275866,0,995282.202317141,2.0213702954993,0.539723941398873,0.25591453308118,97.1703242915167,1,19.6094528066983,-12.8534100684282
"23G-BA12","23G-BA",1.63693845613104,8.63595884244645,19.2481799071386,3.94875299993098,6.15882820126871,0.315120863210449,56.5203391268351,82.5513960217613,15.424603862095,13.2548089538728,126.245593468985,290.861120937908,7699.66827611873,50.1649824830131,2.29787167453734,990810.386749555,4.196781661878,0.647850103536176,0.796997033523149,171.717101546386,1,1.48059816254404,3.23143744466976
"23G-BA13","23G-BA",1.09367121953255,8.04870708645582,24.9398880384354,2.83336884024867,8.2206972694671,0,57.1514102527814,86.0392630113439,16.8252822421356,7.5939189984373,108.141894984483,0,6048.61892947976,26.8129799820081,2.19321982902887,989655.924957078,6.00847179213489,2.2376363352471,0.676177280614189,313.33173313259,1,0.409160865347125,1.05129205437786
"23G-BA15","23G-BA",1.04201803398263,7.53270206996715,17.3284749463295,1.41569137775655,5.64440462247935,0.309742234833343,35.3656541763369,74.3471967829253,9.37527116217854,8.74989331672218,43.635922792866,130.655222045332,5214.12357860863,15.3038887932045,2.32318341249271,991919.814940779,3.09386179118887,1.63746591138512,0.559566800143104,85.0405946075633,1,5.91017226176523,-5.2254236791327
"23G-F01","23G-F",1.02168265570418,8.85172124466,51.1260152413571,0.406773281547371,0.569197497166862,5.60030512444778,66.726207096385,407.392795002872,99.9019972750693,5.82425041789782,720.667910018788,531.2326726988,3814.62294298294,21.514302007738,1.68427035138976,991560.27023444,0.660637471257005,5.28457803622574,0.846305799911613,0,1,7.44867229833422,-2.19734532455624
"23G-F02","23G-F",2.04113342511752,0.212138548967796,33.3310712574832,8.26014369699935,0.275075142274146,6.9081973171949,62.4519193073782,257.323945221443,34.3247294572656,8.2080781833379,547.035194793073,274.121903433981,3759.28935984155,15.096531449829,0.599702573143734,992408.782364309,0.371542965008825,18.3735541116729,0.487315685783204,30.8891297537079,1,10.2524717415382,-4.10708319688607
"23G-F03","23G-F",1.84968634379708,0.173060315386986,56.7843878669707,8.29254108078459,0.845004251192596,4.56752689159069,75.1825596010009,380.042333355058,63.3333907875522,6.27356679117841,689.238785404186,424.687485876095,4280.05283380138,15.0476022522753,0.541217265234121,992737.384467977,0.509669166342069,3.96496304591419,1.40267486769948,41.1443566662679,1,10.7594733324799,-5.60016619553336
"23G-F04","23G-F",2.99945032270186,0.196978861752932,45.5590013315039,8.37342557059302,0.940620694472617,7.03436352744646,92.4490112631163,376.057706654374,91.3765110513242,8.20915543992749,812.091179754284,404.359166901923,4274.55328019498,13.2802071552803,0.341544253621677,992520.155401121,0.66801176749636,7.97676095510602,0.835493609659911,53.2417834834165,1,10.0184912961862,-5.37110747026517
"23G-F05","23G-F",0.94105006684754,0.389761978756515,38.951385508558,9.26817822596762,0.394672302975921,2.06397796212669,88.5905006577409,312.729306335174,47.8030451370258,7.77861894225335,525.753131701149,323.686597502909,4136.87805093478,23.475290493132,0.491600506565343,992662.176083259,0.404261497804853,1.48879824663805,0.655956282435184,39.345840503576,1,10.6970800151115,-5.1640343124644
"23G-F06","23G-F",2.57188647053856,0.361078076708737,40.9335474591147,8.19751147353616,0.492156557508356,2.99441699834613,73.9167940729405,351.33413543628,90.9597930272022,7.83635948465046,606.607000228504,389.858011184372,3938.34538552654,17.3392259000596,0.607403825163494,992048.689782751,0.327945316526842,5.18900624568334,0.863688644351471,35.6005728608754,1,8.83859631522751,-3.51481029547604
"23G-F08","23G-F",2.39850003305814,6.49006301549413,65.6457070325117,0.362905698154087,0.448530406387839,1.97291929511122,130.016598451798,664.316930714627,190.898270029672,6.31839505758683,505.403047442296,505.103460933068,4160.63586712619,31.7271027422422,0.381573811935409,992954.796031318,0.563967681710769,2.41979807706766,1.02336506512841,39.1690688615077,1,11.6257544121648,-5.97966643364919
"23G-F09","23G-F",1.10487885073977,9.3264769608946,73.4273765047374,0.649968485278906,1.37340910438276,4.69346853688368,98.9014631687125,495.014600719007,105.769835625585,5.03598004332859,1011.26477474755,550.342535027194,3632.48384608227,31.5689685093564,1.20110493939705,989065.38661533,2.19518689542911,5.80772037551326,1.46401636642044,53.6187113710633,1,-0.982766773366324,-2.87562276107458
"23G-F10","23G-F",2.91245420886325,11.5395309826868,59.0689004886609,3.18352044171727,0.567692572056839,3.04497690636342,114.570126649119,511.856692632516,122.71953714089,12.9393547323493,743.705274549754,394.407918024668,4064.61760518566,32.7529549606477,2.37365479345213,988282.837693963,1.55173554242579,3.48083971994475,1.00125134336127,0,1,-2.28606366206769,-1.99540171508372
"23G-F11","23G-F",2.83417335758855,8.09867234615723,69.387106601064,1.84181251998954,0.536462059282667,1.70680398846545,126.110515054696,437.293435741559,104.870989649029,7.09174125260545,944.667288936803,415.781038302967,3761.46922206684,24.9805843289273,1.05853854736391,990142.739849358,1.81318436963641,6.72747248137131,1.15625915189057,54.0304612753234,1,0.992229061933665,-2.89072882048393
"23G-I01","23G-I",6.03939594405245,6.60084067381185,12.2857813990787,48.4623917164805,1.11953154121738,3.40786448077471,527.728945726772,272.072349071365,142.611802615908,5.85899999806749,663.558636364514,313.058717815435,3578.37212193285,58.6292349949541,15.6779194904123,894345.340915957,0.496103420371565,5.54575668970657,0.743146878524268,0,1,-18.5110571355666,10.1796422966903
"23G-I02","23G-I",6.68294501427852,0.99885095629175,15.7411403606696,14.0230878653085,0.662587278651669,2.39000023946521,163.997354158179,281.457267087007,183.695931649265,12.3182600642567,567.442216479114,395.689112227847,4539.56947797126,67.4067030545404,1.54374101858127,975866.132442844,1.35683781473259,2.67537421323508,0.826015669704876,0,1,-11.6718822364294,3.16176889867722
"23G-I03","23G-I",5.54777638779272,2.73635859947136,7.66406016133963,20.9861328227668,0.82077760000146,4.32944361536995,293.131063009141,270.218028889232,136.620745409979,6.75805581058613,585.203057200101,369.699128259015,4178.11090420931,39.0459397233545,6.82567479159998,945465.429275176,0.745799737883159,8.15859315734923,0.936585332600831,45.0997083775459,1,-16.783304150924,7.96529308493458
"23G-I04","23G-I",5.15476717504768,0.962652468949986,6.40728851704986,13.0578641105529,1.82836965200021,1.03686119726188,148.639757100767,240.522100802221,73.709116275523,7.13691181492039,282.986631201902,262.20625512543,4553.43639683135,28.7469159699219,1.99091494548494,980072.004159688,1.26908563423926,3.33312615005406,0.862158604679827,0,1,-10.1451315317413,2.39182140255014
"23G-I05","23G-I",6.65257866729617,107.442432069824,7.75397321291636,11.8265798362082,2.3755111924747,0.835982038317849,484.152893994337,230.766982483132,73.079200067473,4.42985254086448,439.642685721977,235.065754108251,3114.2089216696,68.0090186254083,12.3126642443903,874044.733898128,0.49297862365149,4.55719517991165,0.317819353958362,31.7243081954229,1,-18.8236871923742,10.4506337779128
"23G-I07","23G-I",6.15913211624467,30.8019351561562,23.811231004933,4.52792915539651,1.0377441461533,2.42978649294262,330.236906372538,305.552710691353,156.317679727243,7.42027996162576,563.755381248414,361.635465026691,5167.15958036566,60.6189339143574,8.22184453899372,933352.261578877,3.10661114509539,4.31472670601646,0.967764729415605,89.0574192148048,1,-17.4110420464812,8.79665963278229
"23G-I08","23G-I",7.04743463610795,38.5407299968626,11.9995372637888,4.98132417786849,0.48357050253821,10.5492868727689,402.670614394704,356.333869495767,225.450565759984,6.87740473688072,1707.313033236,602.50622194523,3976.39391100027,47.9360134827296,9.50237787859755,933849.88129605,0.633336419395385,10.2885490464821,1.81918130631421,46.745956021515,1,-17.4651493148786,8.65360012767254
"23G-I09","23G-I",111.44191448899,55.7640596892895,32.4311241193961,6.29705542733977,1.42398608833828,5.14283405869458,3864.58672198947,1768.32949502376,282.400030789589,7.62432817038954,10292.4588824386,821.786278238556,33957.2961323931,196.267666925688,3.25186025228725,922261.518674496,2.9840107970961,19.3604969054227,1.70603900790445,636.221025747216,1,-16.4268836678074,10.6284503428142
"23G-I15","23G-I",12.7465030905793,6.42509998825775,10.4361533164852,0.0577098976027877,0.156257445259182,5.8704899962641,470.250265582386,650.108375867386,126.739541875308,5.68366855802634,4670.19580215443,449.494556372974,5160.5925030164,10.3733092783355,0.16622725532244,987834.625271353,0.142366407869034,34.1773842568803,1.47919203225365,35.3419926504681,1,-4.06090009213191,-3.75137914920736
"23G-I16","23G-I",4.64086253287494,5.31951294525567,16.4842648175749,0.559394886525727,0.569086891727497,4.25701208750912,79.2279824672036,316.686409470194,92.3385522728357,6.66013938881041,668.426814398052,325.746411191037,4502.25098424721,28.7373221640227,0,993413.218210377,2.34598179170768,93.6761175450273,0.698573287876673,0,1,13.9212057135237,-5.66556846516226
"23G-I17","23G-I",1.57166044982862,5.97024578765964,12.8190820259691,0.672217018917954,0.44395090392434,2.63422089926839,41.8370955588473,151.205483748232,39.8975268165889,7.1107099174147,268.726613255244,158.203052307528,4099.18204354712,35.9633208560641,0,994370.674243159,1.12765341582007,4.66498289759816,0.387445734984241,0,1,16.9692077341973,-10.7226394491788
"23G-I18","23G-I",1.51561666245644,8.07952097193841,17.7782088595108,0.915376912172952,0.925819587520542,2.39996667234439,59.326392735571,238.004766564181,144.618949133771,6.835194841037,411.349557006029,282.893649811132,4550.34002048214,32.3850074444903,0.963935229943458,993822.166541948,0,3.03854321323585,0.718589271080075,0,1,15.3088927008433,-5.83874974582202
"23G-I19","23G-I",15.0626425643752,8.38934767505524,10.6867679491337,0.53963096107841,0.241403207121559,8.71293191328806,132.101943317451,198.938781366599,67.0806156628,7.0164383726373,372.697155498605,181.28175054167,16538.5390637371,36.8654726827388,0.621739959855631,981611.808291373,1.59747962886567,18.8643691048464,0.475688515826192,0,1,-8.41491482293361,6.99867374619511
"23G-V01","23G-V",2.10030330879595,1.94437837865089,58.1382957147113,15.3070794249451,1.27158389283297,0.901510329097099,111.470602306247,213.771940118904,43.3972087843152,7.6250650845102,272.2887824054,257.89736250111,3636.01813340267,46.5910422868284,0.942627138940085,980821.982779188,0.895697543509279,1.90034217546374,1.28360420605283,199.47064524966,1,-9.98555825241332,2.114579014163
"23G-V02","23G-V",2.76889333869843,1.904821435389,78.2421886917764,13.380750077129,1.18680809880593,6.84265361297461,112.983010999289,414.463443414031,324.284095297833,13.5164731907644,839.020322304085,543.053501169545,5600.65694325879,74.806484213531,3.82572178240849,989039.435207847,2.42350303819053,4.58344788149111,1.65638639255341,272.163212170933,1,-0.920231678082929,0.0262455042329449
"23G-V05","23G-V",1.86524453213445,0.136419129199816,36.7848118049476,9.11443841116155,1.07779034963785,4.8194717731149,75.9590876583083,488.392921388954,95.2147246444768,6.83297013903924,932.73299653415,439.360308385408,3819.50098735239,13.3305091437243,0.288219099007349,993603.224630302,0.22822486246932,5.78655894725499,0.896836041042538,24.2727686504459,1,13.7234602417861,-7.73585813216847
"23G-V06","23G-V",1.92505445325753,0.736934296285829,37.3260881660012,6.96573806518178,1.74166154402498,10.1176412508735,81.3363303315309,535.839080082598,77.6511524196162,7.62725381110808,1213.62397342683,530.870264956901,3940.7016734172,28.9410139855223,0.213306969540802,992712.484417483,0.718092069389815,7.81097577927468,1.20761765163122,0,1,10.4735211027262,-6.17205751288557
"23G-V08","23G-V",2.60568396732786,16.4618120515352,66.9792618846045,15.1404248224798,1.17325971844197,6.82478172092699,114.471431697471,507.731163813855,198.308333087748,6.28362222376792,1069.69935111771,484.441435198819,4965.42325446939,70.6755237872895,55.5553766542583,989405.202702802,2.02724650494863,7.42858862381965,1.19420555897713,162.964668963168,1,-0.568720393680681,-0.985055370451089
"23G-V09","23G-V",2.74460357306375,0.555017000349488,29.4726649069082,11.2430187280142,0.661567855021254,6.24049700743057,60.2058415024673,311.238769506377,45.7812895080183,7.55719435419456,485.996386452262,329.114983268047,4201.32900714984,34.2306858197815,0.370397132972416,993182.431686363,0.651771401400316,14.0216333200753,0.787826041965823,60.3235311521807,1,13.1521110998152,-5.75548006201903
"23G-V10","23G-V",2.23292265639875,18.6805378157943,73.7863580041906,2.20832345723928,1.31423051806764,5.51503015873687,155.068525008638,533.842759997668,308.252904326125,6.98121650958534,728.812665596945,373.455546459529,6080.34698229295,83.5545931235409,7.12757502736794,977780.730100832,2.33844311394573,4.2231872641819,0.461297020709996,170.105348468675,1,-10.7576129569028,3.1687189590535
"23G-V11","23G-V",4.64857734655033,0,74.0318000731882,10.2876615492749,1.70980176962223,5.76177912315554,165.334333923588,463.600409172831,300.938941397474,7.50594933072039,822.792411474524,565.804481867641,4981.15660729445,65.6585014115934,1.63490516121934,989658.149648595,1.9418873013,8.07726338027596,1.0275232443845,259.134713427116,1,-0.112943411890941,-0.931561561451786
"23G-V12","23G-V",1.85665835175241,0.844470835263883,82.022624094095,9.86217032534547,0.864961325640133,4.63940530258514,170.686100118396,671.369116234635,133.096260181618,9.36432079485937,684.478873291238,471.596965716642,5548.31746346028,84.1225009178638,2.07768573530988,989138.763502038,1.88023443803167,3.92813030382091,0.744879909649815,0,1,-0.691029483232313,0.068719907890192
"23GVA02","23G-VA",17.6530230401024,6.80570061130657,13.9874378751496,0.0853831577921648,12.7460493130046,1.60186638079317,554.15027799228,281.081444228562,8.82595360051772,6.75488394428806,117.966572583779,73.6194660185782,16285.7407793061,20.2929041842068,0.161447170216304,981941.734239712,1.0890542402043,121.359938593546,0.653851926274885,0,1,-8.308844037623,6.94766378151698
"23GVA03","23G-VA",3.99317068201736,10.4881675623343,43.7413735346981,3.24453844009036,1.36833360215165,21.7852380423757,2464.3958307096,330.425954376972,90.5055410769713,9.16281410422751,739.088474165017,808.421946148474,10661.1077675794,155.874512907152,4.1410924035256,968113.797249798,4.13837861828353,22.0870776514364,2.30531827969585,0,1,-12.9891115582403,6.07664477860417
"23GVA04","23G-VA",0.790564054506835,6.63251804869415,9.84682251806833,0.512545701668738,0.830295071234857,5.14189282179191,723.998652766537,111.559387586554,8.75981592737845,6.72980879066281,433.125281841366,141.799857918502,4398.44138827181,13.7797836461501,1.04344475875602,991256.622641561,0.983174616889187,11.5395618463163,0.186711003284044,0,1,5.55311447437381,-3.01878231042815
"23GVA06","23G-VA",4.20312788514562,6.82990948808793,8.42470086730739,0.240901515964483,1.43430304849427,2.60323553791553,2540.90194834383,258.563377255271,63.8031542220168,8.1458531734416,480.22039221404,254.316240279293,12082.0614289595,47.2482656394537,0.474768522090648,980722.867589641,1.54198652293755,24.2645882989157,0.731781848777534,60.648274967629,1,-8.52463968001371,5.75549254219343
"23GVA07","23G-VA",1.11976786104704,8.26788814362415,9.65716321404303,0.128077823146579,0.402563348383253,3.7989069318295,42.7452584000676,121.64412855095,41.3196174369449,7.51110438434027,322.659179449123,201.976017701261,3814.88533215587,10.5244274031881,1.15148115141773,986648.351109085,0.647283684598232,2.46456287574359,0.910451289242367,45.8702456443047,1,-4.20990420264812,-1.76569460287431
"23GVA08","23G-VA",0.530540810589348,5.80579239900311,15.4478436893083,0.189673440999684,0.250479443961705,11.7374860930927,62.4112847879061,216.196021958158,68.2639144166466,7.52006435423505,665.613629010442,276.652115443444,3743.31446776688,15.2152043820636,0.513514393051137,993781.220662149,1.02635574254485,2.87371487461887,0.437738449255655,0,1,15.1462001287875,-8.13921352285024
"23G-W01","23G-W",78.8640848686556,6.28438647396107,25.5905813494945,0.173889136314182,0.945964121055346,1.39803716912552,310.773569847952,188.860212735067,10.1615027478929,6.3944423641832,65.4767387984562,79.2046833726086,32027.3121838431,18.4826973211725,0.328146637809815,966604.90653884,0.578845648303141,143.772128810741,0.151246720469334,35.4945354026102,1,-12.6400466011684,9.50242425943347
"23G-W02","23G-W",112.804880619922,5.71908291261939,16.6086857377206,0.337623981844221,1.33388974653288,0.39718709484794,406.888273086639,276.38819671627,10.7074967841816,6.834424478716,87.0236280788945,58.9248335660277,38823.9408403638,9.44815695733144,0.649896919630505,959242.243405062,0.47767009271193,238.895557821005,0.158783353667264,32.1465055151975,1,-13.6854242089616,10.2443228795999
"23G-W03","23G-W",12.7278268615527,7.26728739284269,28.4042256460527,0.158078242491009,0.804471414982508,0.360972855856714,97.3244256488427,205.303628659895,5.52674930888559,7.02690345298084,34.6246175916497,78.1811216560416,8591.18924882735,12.9654428308216,1.16009389720234,990618.134874245,0.818555153879467,49.8803382567133,0.156497908962304,42.0760936984988,1,0.868805039035408,3.62533774380785
"23G-W05","23G-W",6.25736611710314,9.187219816163,54.2643937826157,1.54751616726698,1.44221597731619,2.18448636567412,131.357427145891,854.158067788093,987.696319641622,6.73761161032128,1471.26751574513,378.650726498735,6156.85801343015,22.605591691926,1.84788721041494,982850.315222034,2.716370638045,11.2191330373299,1.09407083938621,147.199540506967,1,-8.06507074132773,2.11161651007364
"23G-W09","23G-W",1.83687783217328,5.81861545627042,34.954368121823,0.833625262720684,0.909296366403988,0.462883448727406,41.6441799139234,175.096384227196,17.7486046775838,7.19328298998461,168.113338453547,132.717272360642,4492.56003995257,9.66104918744551,0.213565181856718,993738.92491078,0.627876188584111,4.64395095620091,0.240084764319018,38.6960900902905,1,15.3024601749775,-5.6614406441934
"23G-W10","23G-W",4.51954191595979,10.9015125794388,38.4137150434234,0.947231299242475,0.844317885493585,0.605993776217757,58.8572596153279,122.485839491274,18.6717968857347,6.45994985666451,92.5985142199926,0,6244.97234700491,21.7746496989884,1.05927266895448,992472.133221269,9.34270390340129,27.1647864806839,0.47632339104065,0,1,4.33837215843662,-6.17438254789652
"23G-W13","23G-W",4.7437438294079,6.98174622934612,40.7602585035036,1.07462510945563,0.946283650851514,1.4198839989624,82.904548570548,293.75362157209,31.4215230983988,7.40709515690383,221.40178688156,234.613249864846,7337.40706356218,37.5711283914597,2.26132930588948,990315.305854732,2.99171272216369,8.11702862432409,1.01049715464397,225.012639759869,1,1.07178141014778,2.72113010117364
"23G-W14","23G-W",12.9660522258394,4.56625181313925,33.8595784452233,0.579397230884635,0.654260671416294,0.22132651752566,106.065144524956,247.098991762996,11.1413231650093,6.35943057489964,15.4825842840599,121.969057580067,11684.8018354356,19.0440868630349,0.776459687814684,986520.004091613,1.56532915327702,45.4288733993277,0.0997573745904887,0,1,-5.19954968256414,5.60472399802636
"23G-W18","23G-W",5.03119081107384,5.48434930645391,40.3338289554606,2.11640378846719,1.0273998892601,1.51699862452834,149.589246774686,756.451184575984,77.2001879729963,7.43744421134954,405.506888863962,301.258524411044,6208.91444848156,30.5871678128661,2.18629365834221,989504.482095656,3.55555266204699,18.8379644839293,0.926424719161879,0,1,-0.114190728781928,1.11941756905612
"23G-X01","23G-X",2.56713540726505,0.555063840948126,53.3714748048522,8.62074970544011,0.788874218863401,0.268968303217489,192.723514650973,204.927748697749,26.1124510080283,7.53822519170835,339.727614916292,251.969272781114,4545.48896232844,79.5350880159074,0.581956582412009,991989.940696712,1.90006127371504,2.39573674546748,1.07811809159017,96.9963680778265,1,7.36213236072749,-4.51688643643284
"23G-X02","23G-X",2.19365129500491,0.873361764427289,73.7810157401131,9.01134602532911,1.94376349245365,0.752662437960533,158.042362355011,316.611407908227,170.365665373396,10.7827941122126,1129.22935965658,675.65787258469,5385.67105190126,65.3421574126762,1.38759001898178,990550.041426694,1.53706836104521,6.6553852498347,2.71438913046703,153.330596124236,1,2.33473363901745,-0.711176904175002
"23G-X04","23G-X",3.30634929772327,0.958795930638062,60.3493074595205,7.7820492193508,1.34184159178117,0.477055444924907,59.2861328592767,266.286633157845,31.3730346728683,8.50995482116939,209.129264534853,228.33050298485,4130.28636111111,30.3165558949506,1.07790983528993,990176.054365606,0.78943988978993,8.91128051847627,0.188812865071286,0,1,1.91532253923545,-2.53659783416986
"23G-X05","23G-X",2.16437305242767,0.557587711217983,45.4788232178214,8.96805085530434,1.03374692021659,4.41716414762121,92.7607445685663,355.934425136571,61.192977174645,8.38016080952758,623.487263630859,346.177804311647,4317.91001574051,23.757161254492,0.289180058301372,990808.069681233,0.522201791863933,6.13388344925303,0.538210016444565,45.908451624094,1,4.64662284791176,-1.95744034288706
