ANID,Group,Sr,Co,B,U,Li,Ni,MgO,Na2O,Ti,Al2O3,K2O,Sc,Zn,CaCO3,Mo,SiO2,Rb,Cd,Mn,Ba,Be,La,Cr,Nb,Y,P,Cs,Eu,Sn,V,Bi,Pb,As,Sb
24GP01,RBR01,3.742695382,26.59100053,42.71040908,4.330306968,34.06093886,1.774523347,771.121096,253.8213565,375.5779554,1424.44497,373.1780022,5.68164874,21.1165868,5342.594659,27.5126796,966652.6301,1.672501003,0.52301395,114.3745893,257.9426882,0.522644915,2.422150819,47.78901748,0.322216093,1.79631994,39.70036131,0.032399895,0.231104069,1.977217228,100.2035282,0.125367548,156.3647882,161.3272142,13.56200182
24GP02,RBR01,2.104444487,116.4270636,216.0735888,7.931612864,1.47315691,0.430967586,215.291538,345.2257998,7.837864515,153.7121241,266.6946485,4.568944332,27.76449389,3916.730637,0.460747449,993516.0789,0.817860601,1.448258009,721.9484976,66.53334003,0.750753742,0.515777564,0,0,0.61133078,41.09182529,0.314409344,0.265575712,2.087046145,33.8676341,0.474575156,24.8901897,5.599523585,1.802164949
24GP03,RBR01,0.867683398,6.028524815,10.50946292,1.520055218,7.397768626,0.176510235,75.62771337,96.25548514,6.86026511,488.9480574,73.91046902,5.697797929,16.97632256,3136.326167,0.828963303,995769.2645,0.474496024,1.013313526,8.209617039,3.695825835,0.450244707,3.087615505,50.933832,0.157912521,0.415513402,37.21579391,0.157959255,0.106181341,1.068098612,1.45815703,0.072605587,1.192459223,2.588586466,0.364706836
24GP04,RBR01,1.034101873,19.75487763,9.511637124,4.43479643,12.19977079,9.821462263,83.66455547,287.5726391,62.21417905,920.0351855,350.9383145,5.331005093,40.11463078,4158.553009,1.894084665,974594.6039,1.033045237,5.546386315,191.7766052,20.51801275,0.847997268,2.433480663,124.7306777,0.560706695,2.472066608,102.9290042,0.090227117,0.413234067,2.289126157,108.0774822,0.456643658,48.54156871,64.16350321,3.492065044
24GP05,RBR01,0.721116364,8.645691839,155.5493072,7.905452307,0.5976859,1.103730419,29.09369942,376.1113611,27.20604226,359.8080086,363.6161046,5.440335136,23.48109298,3860.797309,1.254964514,990940.861,0.782857118,2.806265612,38.43766352,26.12425097,1.179901642,58.48938214,0,0.650138445,21.54767184,81.9921106,0.083694549,1.207443353,1.962341313,24.44314403,0.248624233,194.6030667,5.489360652,4.076094085
24GP06,RBR01,0.483171739,6.144048358,9.607397885,1.661804564,3.524772725,0.226983557,63.87269335,225.5294889,12.37021495,284.6684077,106.712638,5.144835979,12.50796204,3556.457727,0.247201936,994755.9432,0.220469259,0.521486814,8.792538371,2.189193235,0.233877846,12.16954733,0,0.077321519,1.669608769,19.62677907,0.02488466,0.273528127,1.07170787,5.264590892,0.675395608,286.6794733,5.549261891,5.82509904
24GP07,RBR01,1.38001628,5.632003676,59.78070759,9.034843981,0.241525455,0.316317865,35.78700213,304.3616114,3.708919906,189.6772424,101.137523,5.435419057,17.54144547,3473.720091,0.308280011,995048.2493,0.243799786,0.861693282,16.24814206,3.889615238,0.289840937,1.050420635,0,0.191646554,0.14737311,22.55394958,0.020559431,0.084744718,1.14298845,1.906010886,0.374442658,234.6035676,8.979468441,2.053039929
24GP08,RBR01,0.245031115,5.956015841,5.147060995,0.2813373,0.327363709,0.142567448,13.77001658,67.18388816,6.312707529,125.9637414,62.84835836,5.024001781,11.25343372,3614.342602,0.235309592,995608.048,0.213898792,0.350788785,2.485921152,1.798637502,0.294980105,0.119465509,0,0.097522319,0.116655919,12.21336981,0.031385955,0.086247326,0.735358376,3.085933274,0.103595079,0.654686693,1.559502279,0.176345923
24GP09,RBR01,0.290417419,6.650937239,7.622085304,1.060905761,7.018621644,0.083103226,16.76149635,205.6149154,26.63336858,419.0868059,217.8516592,5.353737502,7.176344267,3716.472799,0.325827939,993287.6354,0.848735936,0.3238196,2.792428261,1.826208755,0.326761894,1.87691646,20.5136248,0.162044374,1.711303948,15.96288211,0.049254023,0.059712374,0.478707468,5.155940468,0.028689159,3.424331314,6.06016259,0.405105486
24GP10,RBR01,0.283345538,5.409375088,23.06619294,1.01427497,0.535078998,0.334444249,18.35726672,133.971615,7.998439366,173.04045,111.8582718,4.549595182,8.991232966,3229.931475,0.193905428,993934.325,0.258517584,0.321183722,15.20457365,1.108363252,0.337606318,0.304710159,29.87998591,0.156260746,0.274655988,15.86703825,0.025144976,0.059226318,0.803675673,16.13388979,0.048272944,7.641885572,20.52409078,0.646165865
24GP11,RBR01,0.524852728,5.29512751,18.44578023,0.671988253,1.45196238,0.717710285,11.44992212,79.96537655,5.865366255,67.46066952,102.3000226,6.175904792,16.20394747,2896.711464,0.648517803,996358.658,0.362548172,1.289040934,9.143013112,0.850212656,0.812970897,0.438999015,0,0.358364539,1.432998074,48.23272445,0.086500302,0,1.396014742,2.256601687,0.217531467,2.002409292,1.375365938,0.849342734
24GP12,RBR01,0.562534542,26.39010463,10.41756482,1.670388078,4.446495545,2.853619426,91.54836276,129.2656212,108.8238992,525.923185,163.4727101,6.929030819,43.59450477,3697.515121,1.042617231,970424.9539,0.447337801,1.450667042,133.9899969,6.578522673,0.784204346,2.758573719,96.78522024,0.259262998,4.66435004,90.90505231,0.074168475,0.407623894,2.617899733,93.17838039,0.148632579,13.05768293,55.75453942,5.88613763
24GP13,RBR01,1.415790313,9.093346821,15.68092765,14.40727094,1.63558588,1.592051443,17.20757564,226.6850638,17.07047209,470.4241197,191.1819829,5.245705438,9.274681066,3399.097067,1.115236672,991945.635,0.363899024,0,43.69385394,4.589594106,0.438850387,1.541091139,0,0.234887464,1.791661109,26.62365607,0.022147086,0.069169636,0.794566078,46.43608264,0.210189021,13.19260012,21.2078494,6.263828083
24GT01,24G-T,4.924423198,6.416250338,31.05022673,6.017201353,3.483025263,0.691792125,129.1859487,231.0190661,13.91177711,428.9475684,186.120997,5.78345282,36.95362322,9588.4483,0.589195749,988595.9628,0.315629512,0.829132739,15.98643418,22.20015559,0.667730995,0.131143225,0,0.223370033,0.262846584,40.75654385,0.053488583,0.175407956,1.078485328,4.152437687,0.805514416,227.025865,4.919793275,7.202345125
24GT02,24G-T,1.658656153,9.377385516,21.27661278,1.305937451,7.520012253,0.346910274,52.61445064,126.4995997,42.15867216,418.2305117,155.7263829,5.388432041,17.20727857,3652.880017,0.443749747,987593.2812,0.310507568,1.323043684,99.33211474,9.82114133,0.494468571,28.72262813,65.09876113,0.217965984,18.00659233,122.8130292,0.040920115,0.795159582,71.74394396,29.27691358,0.117836725,100.059065,53.57718631,3.771973839
24GT03,24G-T,2.161917337,6.331675697,30.37960918,4.660975561,5.989372916,0.38968052,175.2069026,296.1948027,9.31681746,331.8487745,153.45713,4.9260882,8.194171499,4865.012071,0.933437444,993763.0541,0.167621105,0.973006876,12.74293228,50.03214334,0,0.196991585,0,0.419408024,0.105756576,22.51004994,0.050843795,0.463152116,1.803129324,1.952082647,0.935837312,49.63422183,3.283557028,0.980609144
24GT04,24G-T,1.890007844,27.80946651,14.72878592,1.329696324,4.663738072,23.80066131,400.7395967,507.7584464,30.37489889,1574.772983,155.6373869,6.269980854,26.02964068,4076.85354,1.915861155,946102.1445,0.383526981,3.22398016,604.5451717,6.902443659,1.027737483,7.730602759,162.0789705,0.271420862,23.72607825,164.8683047,0.056155611,0.48596216,0.869343324,48.17945664,3.012450612,304.554951,58.79206031,3.174133856
24GT05,24G-T,189.9779189,6.770581855,13.20282481,5.54641965,2.278078226,0.191364672,71.85954603,160.1514107,51.16669726,332.4166483,102.8605835,6.321261733,30.99568611,4613.927548,0.449405223,993256.9883,0.346835089,3.162078005,75.36912338,404.1449696,0.848845785,43.58848081,0,0.265026282,6.862298751,52.85488971,0.024478841,1.47170405,0.898775042,7.652088528,1.091000417,143.5697355,5.383122962,1.233593752
24GT06,24G-T,4.790745338,7.316631744,75.03283433,2.272753889,12.04541333,0.690979138,463.084128,402.1188615,14.03965366,663.4806027,156.7816927,5.03986819,43.11878653,4083.441929,0.387173245,991054.1761,0.439421536,2.724205101,121.1736445,19.16083473,0.877560901,6.79764523,0,0.19570836,0.986983793,44.32010235,0.063267304,0.259344798,6.308269232,5.568759973,1.826913312,1124.508328,10.36213654,13.09139701
24GT07,24G-T,1.063402501,7.73015554,13.73781473,7.561359171,3.949144088,0.232256335,43.99193283,192.322876,48.84747336,333.9449211,177.2183738,6.141464678,11.59254394,3563.964719,0.72252581,995138.0083,0.221954595,0.677839021,8.792885897,9.350986794,0.545888617,0.214426451,0,0.1217408,0.245582143,29.57016526,0.052474081,0,1.340679326,3.251608581,1.171243329,208.3532875,1.709706224,1.92653445
24GT08,24G-T,6.525998202,7.068044036,8.749403598,2.260518919,6.128855697,1.106933318,413.8755804,205.83719,21.63243857,737.4605751,182.1256442,5.205119406,19.66101001,4537.27929,0.727445479,990884.5059,0.440326859,0.568712015,128.1246669,89.22325578,0.916009275,1.565176963,0,0.408565771,6.808765532,33.16977428,0.071542489,0.2301013,2.278600097,6.497119122,1.40890541,331.9069768,9.262136099,1.571555289
24GT09,24G-T,2.390860688,11.84911518,13.81568317,5.986203096,4.034854173,10.84509612,95.2095443,318.5853089,18.86977827,870.7533258,264.1406782,5.519338746,13.59584332,3306.318253,1.821597134,972225.1333,0.488140407,0.284822494,268.6406454,13.84635324,0.27716508,2.450727248,70.32713641,0.085257505,6.243094063,50.74318056,0.055122965,0.242906559,0.570775111,15.10188745,0.132425098,113.7325001,16.39944695,0.92859141
24GT10,24G-T,2.019788396,7.583638003,4.716209128,1.208791636,6.478745508,1.84005421,715.4920468,347.5554654,21.40285854,2995.018005,140.9295709,5.761437556,46.8868319,3050.824772,0.363217997,986474.6964,0.571630556,2.66923719,161.4913847,65.67951396,0.457369059,1.271962648,64.81730047,0.15299955,3.373424151,57.1716221,0.061825853,0.189232223,4.967545759,4.370370439,0.320406319,347.4739711,9.908711109,3.210084049
23G-I01,23G-I,6.039395944,6.600840674,12.2857814,1.119531541,3.407864481,48.46239172,527.7289457,272.0723491,142.6118026,663.5586364,313.0587178,5.858999998,58.62923499,3578.372122,15.67791949,894345.3409,0.743146879,0.49610342,123.5753711,5.54575669,1.63307282,0.886013589,0,0.230125752,0.266180267,62.23122524,0.054194955,0,3.493983716,304.8618403,0.194257641,50.08032178,113.8781573,14.59812143
23G-I02,23G-I,6.682945014,0.998850956,15.74114036,0.662587279,2.390000239,14.02308787,163.9973542,281.4572671,183.6959316,567.4422165,395.6891122,12.31826006,67.40670305,4539.569478,1.543741019,975866.1324,0.82601567,1.356837815,25.05868442,2.675374213,1.018184857,0.288480734,0,0.385341792,0.866667053,63.14422417,0.101801271,0,8.064951347,30.78543434,0.336261186,1.29334496,14.91053054,2.234798696
23G-I03,23G-I,5.547776388,2.736358599,7.664060161,0.8207776,4.329443615,20.98613282,293.131063,270.2180289,136.6207454,585.2030572,369.6991283,6.758055811,39.04593972,4178.110904,6.825674792,945465.4293,0.936585333,0.745799738,92.56302694,8.158593157,0.731283431,0.177594342,45.09970838,0.177917917,0.233422467,51.80001501,0.037602504,0,1.72570587,110.9499337,0.655528234,2.269105695,28.85592753,5.193998649
23G-I04,23G-I,5.154767175,0.962652469,6.407288517,1.828369652,1.036861197,13.05786411,148.6397571,240.5221008,73.70911628,282.9866312,262.2062551,7.136911815,28.74691597,4553.436397,1.990914945,980072.0042,0.862158605,1.269085634,31.62045447,3.33312615,0.764407344,0.151101171,0,0.403670604,0.378287558,40.81370302,0.042657383,0.189270132,1.34310463,48.45006421,0.201288843,19.98378082,6.702091776,5.446804225
23G-I05,23G-I,6.652578667,107.4424321,7.753973213,2.375511192,0.835982038,11.82657984,484.152894,230.7669825,73.07920007,439.6426857,235.0657541,4.429852541,68.00901863,3114.208922,12.31266424,874044.7339,0.317819354,0.492978624,162.3151951,4.55719518,2.334108136,0.13075784,31.7243082,0.407440751,0.368653248,76.78493495,0.06131981,0,1.407669532,691.9585016,0.138486955,2.546064938,140.9211262,32.8614143
23G-I07,23G-I,6.159132116,30.80193516,23.811231,1.037744146,2.429786493,4.527929155,330.2369064,305.5527107,156.3176797,563.7553812,361.635465,7.420279962,60.61893391,5167.15958,8.221844539,933352.2616,0.967764729,3.106611145,105.1993562,4.314726706,2.53800385,0.342037213,89.05741921,0.719158958,1.419701536,0,0.11334987,0,2.037328569,190.7050818,0.204794873,3.029535123,100.072935,16.54510123
23G-I08,23G-I,7.047434636,38.54073,11.99953726,0.483570503,10.54928687,4.981324178,402.6706144,356.3338695,225.4505658,1707.313033,602.5062219,6.877404737,47.93601348,3976.393911,9.502377879,933849.8813,1.819181306,0.633336419,50.08075681,10.28854905,1.16418597,0.130744129,46.74595602,0.719736514,0.477560681,60.61632359,0.138649991,0.145547391,1.278274051,202.8306582,0.117424624,22.35362343,83.36809332,9.193758516
23G-I09,23G-I,111.4419145,55.76405969,32.43112412,1.423986088,5.142834059,6.297055427,3864.586722,1768.329495,282.4000308,10292.45888,821.7862782,7.62432817,196.2676669,33957.29613,3.251860252,922261.5187,1.706039008,2.984010797,252.0917925,19.36049691,2.19405889,83.83262445,636.2210257,1.205721298,0.610925933,249.4288272,0.33969497,0,7.46369125,52.91750247,0.694002684,185.7912804,22.35744435,9.376435846
23G-I15,23G-I,12.74650309,6.425099988,10.43615332,0.156257445,5.870489996,0.057709898,470.2502656,650.1083759,126.7395419,4670.195802,449.4945564,5.683668558,10.37330928,5160.592503,0.166227255,987834.6253,1.479192032,0.142366408,1.726794269,34.17738426,0.19627125,0.047023532,35.34199265,0.117206497,0.087831733,11.69663505,0.13090077,0.032717303,0.881412971,6.197390517,0.037587395,0.191079772,0.415170207,1.337371333
23G-I16,23G-I,4.640862533,5.319512945,16.48426482,0.569086892,4.257012088,0.559394887,79.22798247,316.6864095,92.33855227,668.4268144,325.7464112,6.660139389,28.73732216,4502.250984,0,993413.2182,0.698573288,2.345981792,9.532143141,93.67611755,1.437445147,0.839449279,0,0.658277009,0.428839504,61.57755365,0.085597044,0.718841824,3.944166495,1.735996958,0,0.501705533,3.508396584,1.202137606
23G-I17,23G-I,1.57166045,5.970245788,12.81908203,0.443950904,2.634220899,0.672217019,41.83709556,151.2054837,39.89752682,268.7266133,158.2030523,7.110709917,35.96332086,4099.182044,0,994370.6742,0.387445735,1.127653416,6.220923489,4.664982898,1.554621974,0.186231594,0,0.379700296,0.309198264,0,0.061716463,0.259146653,3.737419407,9.096672817,0.054359281,106.9941312,6.555866243,1.160521195
23G-I18,23G-I,1.515616662,8.079520972,17.77820886,0.925819588,2.399966672,0.915376912,59.32639274,238.0047666,144.6189491,411.349557,282.8936498,6.835194841,32.38500744,4550.34002,0.96393523,993822.1665,0.718589271,0,0,3.038543213,2.276314706,0.136342379,0,0.750554455,0.905470998,96.72041998,0.150611205,0.379448732,1.942265756,1.854414006,0.40817518,0.649718478,2.345798962,1.200982811
23G-I19,23G-I,15.06264256,8.389347675,10.68676795,0.241403207,8.712931913,0.539630961,132.1019433,198.9387814,67.08061566,372.6971555,181.2817505,7.016438373,36.86547268,16538.53906,0.62173996,981611.8083,0.475688516,1.597479629,8.740099902,18.8643691,1.468227086,0.17588216,0,0.672373577,0.438022819,43.80575191,0.116573398,0.244745116,3.745107737,3.979897461,0.331724895,147.849573,3.384441771,1.351492729
23G-V01,23G-V,2.100303309,1.944378379,58.13829571,1.271583893,0.901510329,15.30707942,111.4706023,213.7719401,43.39720878,272.2887824,257.8973625,7.625065085,46.59104229,3636.018133,0.942627139,980821.9828,1.283604206,0.895697544,32.65630614,1.900342175,1.258448473,1.848340101,199.4706452,0.352180405,0.833310499,151.2866025,0.083795188,0.360337139,4.050511554,20.18920046,0.212356419,5.194429501,12.54426201,3.911745151
23G-V02,23G-V,2.768893339,1.904821435,78.24218869,1.186808099,6.842653613,13.38075008,112.983011,414.4634434,324.2840953,839.0203223,543.0535012,13.51647319,74.80648421,5600.656943,3.825721782,989039.4352,1.656386393,2.423503038,40.47934381,4.583447881,2.043002387,42.75926052,272.1632122,4.288050468,11.98907104,0,0.204053371,2.924909727,5.40628319,16.96240496,0.7292697,6.374355223,17.40574795,2.555621044
23G-V04,23G-V,7.212352554,12.29364681,78.02369164,0.665968411,32.64403042,6.28105103,824.1280433,680.6872077,780.5357469,23797.7051,9242.261432,9.737744681,124.0064106,6348.646798,4.815735392,952937.6089,42.18827942,5.687876115,39.36395128,21.00478799,8.038428566,7.467713732,231.2616075,5.837252156,2.157161378,240.3307527,42.84671955,0,12.59755881,26.61904869,1.241220813,5.95001043,4.306249013,4.9152165
23G-V05,23G-V,1.865244532,0.136419129,36.7848118,1.07779035,4.819471773,9.114438411,75.95908766,488.3929214,95.21472464,932.7329965,439.3603084,6.832970139,13.33050914,3819.500987,0.288219099,993603.2246,0.896836041,0.228224862,1.456471555,5.786558947,0.198051158,0.642507941,24.27276865,0.397251517,0.358991586,19.27800115,0.053201966,0.081012668,0.951360959,3.262948595,0.028768191,0.309789325,0.636950537,0
23G-V06,23G-V,1.925054453,0.736934296,37.32608817,1.741661544,10.11764125,6.965738065,81.33633033,535.8390801,77.65115242,1213.623973,530.870265,7.627253811,28.94101399,3940.701673,0.21330697,992712.4844,1.207617652,0.718092069,5.049278303,7.810975779,0.813640392,3.22658204,0,0.42287067,1.613085728,55.74760759,0.151696015,0.17472995,2.063622904,4.255901846,0.033444249,0.876095708,1.348582144,0
23G-V08,23G-V,2.605683967,16.46181205,66.97926188,1.173259718,6.824781721,15.14042482,114.4714317,507.7311638,198.3083331,1069.699351,484.4414352,6.283622224,70.67552379,4965.423254,55.55537665,989405.2027,1.194205559,2.027246505,36.0041896,7.428588624,1.538063887,4.489085926,162.964669,1.090426666,3.659153006,455.8062538,0.273103174,0.550500828,3.535316697,13.73124702,0.613727107,19.56429155,7.094597912,5.754425928
23G-V09,23G-V,2.744603573,0.555017,29.47266491,0.661567855,6.240497007,11.24301873,60.2058415,311.2387695,45.78128951,485.9963865,329.1149833,7.557194354,34.23068582,4201.329007,0.370397133,993182.4317,0.787826042,0.651771401,4.267272319,14.02163332,0.549440421,0.903205752,60.32353115,0.395389218,0.9803656,50.37403191,0.067499509,0,1.722723179,21.66060205,0,3.870887069,2.808637388,0.715586174
23G-V10,23G-V,2.232922656,18.68053782,73.786358,1.314230518,5.515030159,2.208323457,155.068525,533.84276,308.2529043,728.8126656,373.4555465,6.98121651,83.55459312,6080.346982,7.127575027,977780.7301,0.461297021,2.338443114,13.7725812,4.223187264,0.991446063,3.051960538,170.1053485,1.177843305,4.254309048,118.3483695,0.12764834,0.972223934,4.126099738,87.74089234,0.216877581,15.24873425,28.22552152,3.243885909
23G-V11,23G-V,4.648577347,0,74.03180007,1.70980177,5.761779123,10.28766155,165.3343339,463.6004092,300.9389414,822.7924115,565.8044819,7.505949331,65.65850141,4981.156607,1.634905161,989658.1496,1.027523244,1.941887301,17.99224589,8.07726338,1.091334961,177.1813195,259.1347134,0.898787449,6.92361635,343.6083538,0.145335498,7.421561156,6.454403021,10.44208358,0.242001069,8.850216415,13.77770253,2.416050216
23G-V12,23G-V,1.856658352,0.844470835,82.02262409,0.864961326,4.639405303,9.862170325,170.6861001,671.3691162,133.0962602,684.4788733,471.5969657,9.364320795,84.12250092,5548.317463,2.077685735,989138.7635,0.74487991,1.880234438,51.70010964,3.928130304,0,0.373077593,0,0.844904758,1.256962288,122.7994049,0.211081875,0.567310615,7.663896302,14.71478939,0.428630107,27.80659423,10.37349611,1.987490753
23G-W01,23G-W,78.86408487,6.284386474,25.59058135,0.945964121,1.398037169,0.173889136,310.7735698,188.8602127,10.16150275,65.4767388,79.20468337,6.394442364,18.48269732,32027.31218,0.328146638,966604.9065,0.15124672,0.578845648,5.300373851,143.7721288,0.590811895,1.293960604,35.4945354,0.136509255,1.063522097,49.18080041,0.020151692,0.212552119,0.36210266,4.807194521,0.042957362,0.350361301,0.880350686,0.288527283
23G-W02,23G-W,112.8048806,5.719082913,16.60868574,1.333889747,0.397187095,0.337623982,406.8882731,276.3881967,10.70749678,87.02362808,58.92483357,6.834424479,9.448156957,38823.94084,0.64989692,959242.2434,0.158783354,0.477670093,9.031290921,238.8955578,0.585053733,0.224566394,32.14650552,0.168973513,0.405060313,35.61522189,0.059865868,0.09354691,0.446251062,5.406442268,0.094530426,118.7194084,0.885182481,0.251749095
23G-W03,23G-W,12.72782686,7.267287393,28.40422565,0.804471415,0.360972856,0.158078242,97.32442565,205.3036287,5.526749309,34.62461759,78.18112166,7.026903453,12.96544283,8591.189249,1.160093897,990618.1349,0.156497909,0.818555154,5.805952641,49.88033826,1.113969094,0.353700576,42.0760937,0.304037974,0.6817329,49.25322574,0.085490515,0.200382299,0.896939022,1.368070731,0.121493425,0.593971803,1.982293126,0.789630024
23G-W04,23G-W,7.147921638,39.91218406,39.67397781,0.926618584,4.604579689,41.78293358,499.6489314,1025.263962,49.40640382,1313.718522,237.0926991,5.747027599,60.24456789,3343.985201,5.988072761,890167.7627,0.282805534,0.856680351,364.7547865,11.88873365,1.879938855,25.31624145,13.37618076,0.208818035,47.5246162,125.3307707,0.041940159,1.814037754,0.224762757,485.5943793,0.084768085,37.83281316,76.07243707,3.867320683
23G-W05,23G-W,6.257366117,9.187219816,54.26439378,1.442215977,2.184486366,1.547516167,131.3574271,854.1580678,987.6963196,1471.267516,378.6507265,6.73761161,22.60559169,6156.858013,1.84788721,982850.3152,1.094070839,2.716370638,36.40508927,11.21913304,3.696700125,1.48675425,147.1995405,17.36832418,26.32525688,129.8079296,0.265968554,1.108279206,1.639629805,35.25708214,0.362857716,5.495404669,19.00377123,1.555186516
23G-W09,23G-W,1.836877832,5.818615456,34.95436812,0.909296366,0.462883449,0.833625263,41.64417991,175.0963842,17.74860468,168.1133385,132.7172724,7.19328299,9.661049187,4492.56004,0.213565182,993738.9249,0.240084764,0.627876189,3.644595574,4.643950956,1.441926056,5.947060851,38.69609009,0.166581152,2.901764471,34.02734638,0.065575861,0.230556134,0.710611223,6.669997275,0.046596022,2.024724533,1.873112129,0.485864384
23G-W10,23G-W,4.519541916,10.90151258,38.41371504,0.844317885,0.605993776,0.947231299,58.85725962,122.4858395,18.67179689,92.59851422,0,6.459949857,21.7746497,6244.972347,1.059272669,992472.1332,0.476323391,9.342703903,27.21162452,27.16478648,1.907168385,1.970063507,0,0.495740531,0.848843157,73.322026,0.097575902,0,0.769002826,5.528687399,0.27733674,1.739862042,1.705087873,0.947662402
23G-W13,23G-W,4.743743829,6.981746229,40.7602585,0.946283651,1.419883999,1.074625109,82.90454857,293.7536216,31.4215231,221.4017869,234.6132499,7.407095157,37.57112839,7337.407064,2.261329306,990315.3059,1.010497155,2.991712722,36.31434123,8.117028624,3.435254118,0.517091857,225.0126398,0.793728062,1.510087977,85.2339678,0.260380604,0.732371265,3.693741493,11.82804727,0.277526675,63.32051248,6.457521205,3.707213259
23G-W14,23G-W,12.96605223,4.566251813,33.85957845,0.654260671,0.221326518,0.579397231,106.0651445,247.0989918,11.14132317,15.48258428,121.9690576,6.359430575,19.04408686,11684.80184,0.776459688,986520.0041,0.099757375,1.565329153,9.951659788,45.4288734,1.065125722,0.405830556,0,0.622943673,0.632088694,33.29854485,0.051088798,0.191596286,0.633478369,15.61337478,0.130687192,83.59905528,3.955569387,1.657333988
23G-W18,23G-W,5.031190811,5.484349306,40.33382896,1.027399889,1.516998625,2.116403788,149.5892468,756.4511846,77.20018797,405.5068889,301.2585244,7.437444211,30.58716781,6208.914448,2.186293658,989504.4821,0.926424719,3.555552662,32.58771178,18.83796448,2.566760904,0.505127859,0,0.13145551,1.751998407,0,0.199316524,0,1.073908531,15.07430178,0.322401725,3.029415364,10.8279936,3.662319402
23G-X01,23G-X,2.567135407,0.555063841,53.3714748,0.788874219,0.268968303,8.620749705,192.7235147,204.9277487,26.11245101,339.7276149,251.9692728,7.538225192,79.53508802,4545.488962,0.581956582,991989.9407,1.078118092,1.900061274,11.21019924,2.395736745,0.639443158,0.250043632,96.99636808,0.250673408,0.437703647,154.397548,0.065722402,0.232405442,3.692257952,14.86706779,2.100488941,105.3603662,5.704100802,2.0170331
23G-X02,23G-X,2.193651295,0.873361764,73.78101574,1.943763492,0.752662438,9.011346025,158.0423624,316.6114079,170.3656654,1129.22936,675.6578726,10.78279411,65.34215741,5385.671052,1.387590019,990550.0414,2.71438913,1.537068361,14.01208299,6.65538525,1.853743779,2.73783647,153.3305961,0.596450582,1.480264948,100.6857348,0.388210552,0.443463324,6.569875988,16.05818374,0.337142058,1.504755291,2.589586257,3.078433386
23G-X04,23G-X,3.306349298,0.958795931,60.34930746,1.341841592,0.477055445,7.782049219,59.28613286,266.2866332,31.37303467,209.1292645,228.330503,8.509954821,30.31655589,4130.286361,1.077909835,990176.0544,0.188812865,0.78943989,16.03908313,8.911280518,0.785469886,18.77081679,0,0.505457093,21.6599669,74.53915268,0.052872719,0.313174426,2.954119841,9.05573061,0.202852849,7.224532302,3.160113651,0.758352242
23G-X05,23G-X,2.164373052,0.557587711,45.47882322,1.03374692,4.417164148,8.968050855,92.76074457,355.9344251,61.19297717,623.4872636,346.1778043,8.38016081,23.75716125,4317.910016,0.289180058,990808.0697,0.538210016,0.522201792,8.011969577,6.133883449,0.225952508,0.795194796,45.90845162,0.212586033,0.999683689,31.13293935,0.037157683,0.082122378,1.536267028,8.251933393,0.099714817,3.691557758,1.358439682,0.431513716
23G-X07,23G-X,2.347493225,1.054816246,51.34248427,1.311314286,0.411444576,7.57154795,75.55455232,235.6188152,24.6938244,296.1979484,234.0084046,8.715783685,53.92714041,4435.894077,0.361374895,993388.9823,0.366548895,1.922754835,6.602903098,9.098613013,0.7059059,0.931610646,73.35206118,0.31131902,0.805329822,32.12385443,0.097947208,0.192420981,2.877764496,5.492349043,0.091425065,2.80834113,2.395838608,0.414802046
23G-X09,23G-X,1.228482931,0.818314805,58.69701695,0.936669638,0.487586192,8.74010549,65.99743849,273.6914212,27.67442992,436.6061815,293.5700826,8.540471676,28.37436246,4417.23067,0.502712114,987077.2355,0.435729945,0.465745421,8.020981171,2.965652125,0.453227321,0.76163312,78.27293474,0.288719268,1.713692898,17.83872462,0.048912162,0.144134678,1.283622927,17.61633625,0.056525464,4.004255129,5.642462085,0.429077413
23G-X10,23G-X,1.657672226,0.939107495,63.3404149,2.706697147,0.65622885,9.664877873,57.55038173,291.4338674,17.63512854,294.9699451,212.0574971,8.731562568,30.72628679,4322.749987,0.551402727,984340.4859,0.241522764,0.247719897,8.968697782,2.32334837,0.625254021,0.704146192,29.02638803,0.169616817,2.065226779,59.32632879,0.028276174,0.060599574,0.941202616,14.75947349,0.047987837,4.054347212,7.429104117,0.203606187
23G-X11,23G-X,3.037162782,0.36768259,43.2995408,1.133155449,6.528190192,8.397553637,129.11374,502.7407052,269.4061074,1373.340274,644.5321595,7.850489306,52.95397215,3953.408662,0.392220525,991094.9249,1.181552779,0.78257779,4.853907781,8.074655938,0.718274463,6.370115847,57.22580538,1.126306882,2.391205265,36.2686652,0.177179369,0.208845327,1.908744368,18.44868762,0.041345322,3.127999659,2.344669788,0.45646091
23G-X12,23G-X,1.497226479,9.577824998,46.19292734,0.659368799,4.752394981,0.667932926,44.24004784,206.1588519,15.96567339,440.4369973,186.3518099,8.102727684,27.75513431,5498.747103,0.781641382,990747.5165,0.166939972,0.923198429,9.60329533,2.054911142,1.449684767,0.750709867,101.0748725,0.465003011,1.070080477,44.71478676,0.072232163,0.213236748,2.048494621,20.9256904,0.111923549,17.95633407,6.301614823,1.945483378
