ANID,Group,Sr,Co,B,U,Li,Ni,MgO,Na2O,Ti,Al2O3,K2O,Sc,Zn,CaCO3,Mo,SiO2,Rb,Cd,Mn,Ba,Be,La,Cr,Nb,Y,P,Cs,Eu,Sn,V,Bi,Pb,As,Sb
24GI12,24G-I,2.809853178,9.852866757,67.04270047,0.489677373,2.569733117,1.622952679,24.57653521,104.9646157,94.40442921,275.3455955,0,8.51914746,49.68251719,6253.850348,3.526322433,990370.1045,0.42964482,7.034968227,31.19660673,15.61199998,4.638591903,0,0,1.68804284,1.011413408,220.7659523,0.684226602,0,3.287253371,25.50408343,0.419217675,7.021601603,24.81328508,4.132195584
24GI13,24G-I,5.3822759,54.28834,11.53310458,0.534074769,27.68079366,3.382721511,40564.4831,455.2818585,1191.540623,53534.39421,2282.110828,8.57327326,11.99712057,5126.317104,0.319173627,878640.1349,17.03329171,0.358170362,25.0783643,90.65815324,0.316284805,0.563913187,121.2293496,2.679590986,0.622504647,20.13272034,1.573655262,0.063503898,0.461509948,32.31870523,0.089941634,0.834399198,0.717653466,0.419392423
24GI14,24G-I,8.750563341,11.81941519,69.56978534,58.32081738,3.117273998,2.750092284,112.7005199,311.9954247,275.9590805,860.2497337,510.3724933,18.21784424,68.6108212,21507.83462,2.374819036,966400.0894,1.844583293,0,186.7380369,140.7749078,3.644529389,38.96108927,0,1.023138613,34.53386346,2746.464783,0.230397871,1.41750683,4.114009573,77.05837652,0.941080623,40.01307966,148.0619248,8.218675586
24GI15,24G-I,1.281361747,6.46142784,38.41196936,0.965793494,2.121613695,2.47816172,23.59092201,171.5361431,63.20544965,276.64011,430.788928,10.90959144,49.21992293,7111.593286,1.854662929,990550.2506,1.016869135,2.775021647,44.316885,24.39547091,2.439659053,1.248305649,0,0.799040781,0.797926589,200.0184118,0.179933874,0,2.904593978,18.26512029,0.759454466,80.5460888,28.6211022,1.492346964
24GJ01,24G-J,63.24121973,6.862798538,9.842480486,1.127281006,5.617058166,1.364330892,166981.5269,334.4763201,11.18229177,227.4183193,92.66078947,4.317142035,13.6095253,226638.0524,0.287666203,604603.2325,0.428595246,1.24074949,48.43114359,7.480032461,0.401693136,0.114497978,0,0.238166335,0.279278009,37.17899361,0.038060677,0.0801781,4.951589793,7.629201923,0.092681372,201.6853456,2.86840319,1.063131598
24GJ02,24G-J,103.5343599,8.849415114,13.08911024,2.289423125,5.868522219,0.938624908,258324.0728,490.9624078,15.32558006,171.8240137,68.15301496,2.71413219,10.87842984,373205.0195,0.28143479,366840.1064,0.24616103,1.10903799,71.68687675,11.41591168,0.523988901,0.598594734,65.26216359,0.087377695,0.592761607,34.0155821,0.017454473,0.058830964,0.255599416,9.347699835,0.115753675,23.25777659,3.344971187,0.624723035
24GJ03,24G-J,151.4654443,8.145047878,16.53462459,1.862467031,9.519733951,1.61240347,313420.8808,650.8793814,18.41756324,266.5845512,96.98702856,2.009612897,11.89584614,422377.2663,0.514307572,262428.4835,0.319941915,0.935840794,68.28467336,6.182758633,0.269314512,0.261960508,0,0.134728509,0.443466682,42.35761221,0.022965947,0,0.443633378,5.788286314,0.081969376,2.026721894,1.568255528,0.33378725
24GJ04,24G-J,70.41556277,8.576797299,5.484853863,3.127806733,9.935304739,1.327386532,247497.9768,349.9835654,19.63418984,176.4903052,128.295833,2.900813878,6.737090104,319000.8599,0.60904701,431719.778,0.386802569,1.146290339,81.36276225,3.691679442,0.358090476,0.210518437,57.08831573,0.149283316,0.428085614,21.86151688,0.030218281,0,0.446657317,10.76436046,0.076175455,26.76798306,6.277319862,0.324871959
24GJ05,24G-J,82.41223784,9.027028191,6.413910069,3.331377026,2.428368498,1.398856642,275100.9848,355.1677857,18.12424421,302.0726663,51.07151193,2.647840575,13.2145612,388992.8666,0.580004172,334275.6294,0.307491422,1.26901833,114.1664861,5.470755569,0,0.194784269,62.59896675,0,0.384087715,29.47000104,0.01726638,0,0.532533208,6.093831558,0.022265113,1.288141782,2.816304337,0.162298992
24GJ06,24G-J,128.6664682,10.15015248,11.19118395,3.337980173,4.691656204,2.290205809,331438.8309,544.8527014,12.83884441,365.5457798,60.49730757,1.535705456,17.35649058,441276.5712,0.250923045,224448.2285,0.134600805,1.354952195,252.1785568,46.59520927,0.431208858,0.404743099,71.51680979,0.093168194,0.487154696,42.14260038,0.036273967,0,0.586613422,22.67005108,0.044861001,55.98900025,7.538165213,0.613649074
24GJ07,24G-J,197.0012308,7.245126343,6.74620881,2.622573535,2.39073381,1.315174889,332021.3876,432.1706395,3.995078475,136.5571719,50.91753765,0.826427094,7.194283937,538169.044,0.268754278,128480.989,0.30569504,1.028920462,67.27635276,3.435926262,0.202083666,0.482351922,52.90911229,0.066443335,0.49674792,28.06474622,0.014874646,0.121542622,0.230536317,7.395845099,0.168190897,1.19934616,3.729196714,0.15359717
24GJ08,24G-J,105.2226496,8.448665285,4.996632642,1.030683833,7.06452543,1.346573997,285489.8621,413.8895476,17.73640827,237.5690232,97.26797476,2.350782591,17.84668521,401320.883,0.248588932,311298.1105,0.346116122,1.334161792,91.50499217,4.760964153,0.260344628,0.231900695,49.73478424,0.072356219,0.320093331,21.89326748,0.027874634,0,0.469062966,6.511789907,0.098154458,22.59457077,2.92691966,0.456677443
24GJ09,24G-J,136.9943562,9.620255213,6.009082759,1.460017559,6.483353668,1.693610882,332894.6171,488.9757916,23.02260872,267.2013609,115.9141862,1.704223137,6.604354808,433689.8409,0.68065484,231571.8602,0.383148359,0.923667601,59.46567638,6.111144039,0.46648704,0.177194873,49.71417132,0.092026106,0.32340843,25.36632313,0.037770063,0.112226899,0.240827996,9.406874365,0.11194526,0.479825728,6.132279222,0.864243674
24GJ10,24G-J,111.9296945,8.509746783,8.057323341,2.05215713,11.78703913,1.192100998,309589.4205,381.3687142,15.89480753,304.036825,163.833817,2.712152321,7.163095171,398605.9728,0.642061655,289829.0011,0.627489258,1.298115329,76.00489924,6.876094833,0.395983351,0.227604368,72.69707312,0.112130062,0.442899101,31.95182641,0.146539095,0.067108096,0.428154722,10.92058465,0.034660359,0.673196515,5.736241715,2.045755708
24GJ11,24G-J,106.6599336,8.306067299,19.73156909,3.58843926,4.923593867,1.374396816,309227.7346,567.2848765,15.20138326,325.0614734,155.8519989,1.990921394,11.43743116,398576.1333,0.569569457,290296.1781,0.491734181,1.472851578,77.76350551,10.55915582,0.197231815,0.205519416,72.2464546,0.086464119,0.532913646,28.3889734,0.029035038,0.059312245,0.792907272,8.405767377,0.047193924,22.4745775,2.141840582,0.466124655
24GK01,RBR02,1.996249685,7.921810948,55.04174462,9.692985114,22.12367523,0.527092899,12689.71363,397.0375275,47.25972752,559.9374772,223.9155411,7.274679625,27.37764999,3375.744794,0.435176651,981524.1723,0.368204733,0.639881321,5.805226542,4.622413722,0.91151205,0.162384974,146.9957174,0,0.300188224,76.41592429,0.097162133,0,0.927612656,44.64905689,0.606568596,114.6696382,3.002621717,1.11539791
24GK02,RBR02,0.466378182,8.135672231,107.5271944,3.596562608,0.872610539,0.152196798,35.26664031,140.4501208,48.57592566,229.3798906,262.8105635,7.482858388,11.55349916,3190.532048,1.856397131,994368.9841,4.365850529,1.381951642,24.17267954,2.059506974,0.697937798,0.477678072,0,0.305967761,1.034892527,39.07129194,0.051372672,0,0.725356178,21.00426869,0.159742577,3.466930382,8.923801735,1.787260509
24GK03,RBR02,2.154112442,7.818086215,17.06766456,4.936504761,44.49966674,0.192594019,33.27967575,196.7412631,11.86333837,601.3337015,224.6201258,6.137221992,21.45125114,3792.719711,0.805418071,994372.1838,1.838257018,0.799432986,20.63899465,6.006570971,0.706551764,7.616283988,151.1984561,0.151000211,5.038105527,61.39125848,0.052006715,0.212476732,2.245617985,2.010508841,0.268298433,133.4591449,2.421663369,2.27565121
24GK04,RBR02,6.317266445,10.0734062,33.83877643,19.09040802,8.2816318,0.577165328,2372.952913,364.4403704,20.96566052,545.3559743,379.7829439,4.437809217,45.88127739,12078.28758,1.810256313,983204.3745,1.251176672,3.369007961,0,4.895274767,5.558155988,0,0,0,0.588682638,0,0.292225515,0.716343522,3.627109232,13.29462913,0.579897304,6.781850432,18.55059928,4.260405586
24GK05,RBR02,1.578748732,9.32164696,8.234418337,0.48613179,7.93090806,0.588672972,105.6117326,216.2638937,69.40499281,265.7230145,181.7474452,5.824508087,13.7467448,3432.042101,1.038733944,992415.8392,0.224353533,1.014905471,21.9401582,81.60489531,1.025131225,2.415305091,0,0.168527074,1.080924744,41.29131121,0.094320243,0.308281067,2.824557714,16.43022428,0.129757467,157.679086,13.92620159,1.572337964
24GK06,RBR02,13.66243973,37.40998611,422.0273047,1.298608459,1.509183298,15.65257613,832.5977981,7649.500167,70.76234607,3327.226651,0,45.08439845,244.9557121,25648.76521,13.00903402,938489.0215,2.268057409,30.65559807,130.0670991,13.72301802,15.35545946,0,16774.96592,0,8.512198605,804.6065871,0,4.81162137,21.17903953,11.3572077,7.851840435,54.60863656,109.8802622,15.72614085
24GK07,RBR02,18.62375073,6.770536444,39.055997,21.50094078,9.532423207,0.420834462,2670.198365,1181.807075,32.35682987,831.0567377,260.8762376,4.085568896,55.26154179,5658.352311,0.70600945,987084.2586,5.459555577,2.742116373,13.30678809,22.22058929,1.211763335,17.49404293,0,0.398417147,131.6312067,129.120296,0.178387016,8.016926104,63.39303398,12.72319177,0.630331628,224.1724978,10.62646778,2.37450878
24GK08,RBR02,12.53596507,7.018516053,32.63450522,20.13941107,1.786096769,0.610428114,714.1877091,312.4091067,37.8825092,230.493263,153.2732792,8.721201499,19.15644703,11366.401,0.547023923,985383.9019,0.511669661,0.814438458,21.79329327,311.4529133,1.439627686,7.897800645,0,0.236668472,4.269320098,80.17491467,0.12362674,0.649394852,0.720255653,12.80153989,1.218147979,10.12383761,3.34088942,4.532866198
24GK09,RBR02,0.887152174,6.076804673,33.34018183,2.22146052,17.20404214,0.292084741,832.7046312,157.8937109,60.87797074,412.8264315,253.8917857,5.02576561,8.246306689,4773.656318,0.636734294,991941.2514,1.203917677,1.312898155,12.85030347,3.448660243,0.845529043,2.576911728,0,0.291344429,7.171316545,47.70418917,0.203708983,0.353261164,1.039111562,7.990446221,0.28506706,189.8613344,7.053428824,1.597948218
24GK10,RBR02,18.81184595,6.634962024,31.49826297,24.68762746,6.037484968,0.333896429,347.9593914,309.0567346,6.792672668,412.0093196,300.6696295,7.111492775,10.29305808,9224.042267,0.624386518,988380.9466,0.334800492,1.08989458,5.864245533,159.8165771,0.655116837,0.297999113,0,0.225733985,0.326843764,31.56805309,0.094700367,0.205280355,0.472637054,14.03774744,0.373025351,185.2722836,8.017011112,5.1715391
24GL01,RBR02,4.196881212,14.38164022,56.15769574,0.88529799,3.281498908,6.099205969,79.41573978,170.6881386,164.160515,1008.227793,526.5719355,8.678902211,21.04086324,5169.402661,3.734157966,973072.3748,1.777314675,2.933162846,77.06004123,8.534721856,4.407684014,1.503723287,631.0960779,0.759379107,7.036907986,0,0.35397358,0.690572192,2.016692362,57.10143957,0.817319103,18.5718478,52.49707149,2.241995886
24GL02,RBR02,7.115465386,26.55295949,339.4432682,3.823471629,3.20241816,4.752579943,26.96735394,75.96376342,105.4743612,81.27192059,0,14.6137163,76.89718186,24149.99256,14.36335722,970735.5543,2.504176614,22.5646939,0,3.156598229,16.95406048,6.940846611,0,5.841870367,7.048779473,0,1.36155166,0,21.31533542,17.5329993,8.859800315,27.14915258,85.63729166,9.723466007
24GL03,RBR02,2.157916204,11.9162076,45.50498146,2.563742921,8.008406634,4.998800952,212.2867586,596.8232473,774.1060313,4673.369928,922.2283578,7.145030402,12.0204449,3930.660388,4.532247617,979123.1327,4.172117641,2.373372246,46.45722859,10.69083417,1.307710369,1.622319342,0,2.912504938,5.634610871,142.2995262,0.300739056,0.55877732,2.491070822,34.19774604,0.651314512,14.53960659,39.40736481,1.251007916
24GL04,RBR02,0.769975723,5.668088174,6.729862269,0.278481465,12.14424233,0.539458915,42.14839688,116.5330399,41.04974799,272.0407613,189.5365561,6.155698199,8.756143275,4025.581364,0.398533723,994660.4518,0.837956315,1.460882702,6.320585432,1.121084616,0.940833643,0.288876904,0,0.389020307,0.344219688,34.10131708,0.081853139,0.196539664,1.03562145,3.17461067,0.140096076,4.816383327,5.475922809,0.202344535
24GL05,RBR02,0.199290385,6.941171018,12.44572047,0.270538167,6.001981882,0.997798354,28.75429383,149.4114962,15.47896215,218.0390204,104.0513456,3.856054267,6.530738674,3446.251047,1.058657309,993588.3378,0.432635349,0.931358563,15.36201347,1.405256768,0.666456633,14.41513205,0,0.516693027,1.263504906,38.83392516,0.080282992,0.678709432,0.508217769,24.07655855,0.132943621,25.60730574,11.72489325,1.341200771
24GL06,RBR02,1.533685509,7.854477989,18.10880462,13.86535236,6.997747446,1.269466481,2126.688402,282.6946153,425.576884,385.7546656,443.4925684,7.005011113,45.72186172,4649.618346,1.825103684,987077.5869,0.230627242,2.83314693,33.6263338,3.715938131,1.261158994,7.930851644,157.0435423,1.134225533,3.521120063,0,0.120320907,0.751168024,2.841906545,70.43750807,0.430076886,50.27297588,13.25616131,11.35585154
24GL07,RBR02,0.456392949,5.621821996,10.122636,0.479627332,0.253071109,0.139631566,16.20266249,103.0318036,6.994348334,95.63727639,148.7732158,5.638413741,24.54760815,3268.395904,0,996112.4728,0.425958001,0.724526751,14.00485391,0.259336994,0.645037798,0.283944322,0,0.435086899,0.302042297,93.12377785,0.07692481,0.384195625,1.534285607,2.692297665,0.281355662,0,1.370630706,0.85057249
24GL08,RBR02,2.860218197,11.33256897,14.46597934,0.336410277,7.783389396,0.782034519,49.48134836,242.3769665,214.0486836,720.5398357,317.5689619,5.962318028,14.39968112,3882.600005,11.68581604,985746.3818,2.041412349,48.11138621,29.43162178,3.634408753,0.85377936,1.211939115,0,1.200162253,1.046505089,59.64168315,0.097717189,0.268572846,1.010957235,72.02110439,0.394758211,20.06476959,34.47228222,1.349414724
24GL09,RBR02,1.244451799,12.95977419,17.04832201,3.121796168,19.8699731,3.282107305,93.08578867,351.9774769,108.8515357,2102.177607,306.667043,5.982172424,14.81710172,4207.153905,11.48435093,971661.3323,0.992176031,43.68963703,73.36925152,4.319488712,1.404941035,1.454755474,0,0.57290568,3.197777563,51.11916227,0.11747874,0.242165169,0.993735461,68.92466212,0.427549008,8.140467935,20.63190327,1.166631515
24GL10,RBR02,12.73842633,5.461351274,20.1703335,14.93443847,5.478320354,1.540845982,727.7475306,311.3134248,8.040609106,161.2934776,115.1045316,5.116092912,19.03311318,9800.885972,0.406544323,988154.1364,0.524503771,2.075700772,12.45222804,202.7028265,0.599840356,0.371082777,0,0.220466492,0.359118988,37.4381454,0.038537724,0,1.417917491,3.484839043,0.237287902,163.1737359,5.123245125,2.217451367
24GM01,RBR02,2.13820466,17.73153691,58.110829,2.355362164,0.938858486,1.731097159,12.74124326,75.27073397,62.92075002,289.0214659,581.7846411,18.75509451,39.49158204,6295.880144,2.877469068,988679.4742,0.953176351,9.040951603,0,2.908920434,4.528633418,0.926991795,0,6.436789509,1.506251004,198.4291854,0.54553023,1.064282839,2.68012779,16.54757145,2.481070127,10.3679009,56.14711448,11.66445633
24GM02,RBR02,0.245423717,8.048779322,36.60778778,2.292567702,0.190944417,0.55863368,15.54685075,199.1413632,3.380159163,274.2453618,86.65368557,5.309163023,9.905131074,3240.880867,5.161417932,993921.2461,0.326223246,24.01469484,14.21276581,1.90182401,0.445439136,0.474225372,0,0.227506274,0.846494907,32.89318125,0.031616512,0.130345594,0.752491229,3.540884461,0.237986643,1.60879971,3.48548369,2.212815526
24GM03,RBR02,3.201637441,6.149320722,32.7735923,1.844348321,0.646480892,3.699170985,157.8121012,518.133921,21.47134348,196.871396,222.325285,6.132642101,31.42231745,4427.686717,10.14006212,993331.5165,0.875295628,46.92588625,16.26524426,2.588309929,1.22107617,0.722215267,0,0.85262729,8.592239667,76.25431089,0.103522393,0.384113177,3.735793986,7.202490984,0.229362097,321.6807987,8.559426309,1.854250704
24GM04,RBR02,0.289245619,12.49224129,5.272999583,0.498747882,13.97992958,5.5903636,29.42644359,213.0166029,36.14580859,820.3851918,183.3888069,6.02785216,5.820547859,3726.957733,3.291618587,986180.436,0.999890112,13.38420273,46.817174,2.367409147,0.345212117,0.661538235,109.4892276,0.091344289,3.314578666,20.66141033,0.027657275,0.090494302,0.877678786,25.84189584,0.182059957,11.05631589,10.17411285,0.859289187
24GM05,RBR02,0.821596944,13.37747696,7.024975783,1.262624095,9.641719655,10.58798259,69.08460884,190.3383113,4.065429727,952.0725343,123.5953028,5.388539875,12.57229632,3259.052437,3.459864448,936344.3597,0.517500588,15.96208266,242.0896565,45.22891109,0.672257548,2.963005396,0,0.088940806,6.359509922,50.08250889,0.056423812,0.401796119,0.664860525,19.34450764,0.123360167,20.7590246,8.230905599,0.623342722
24GM06,RBR02,0.354616694,7.770436872,13.93660984,1.065744795,3.599116815,0.045423593,48.68003918,110.4958572,32.12834379,475.4168312,167.8709228,8.207252939,11.80661697,4645.193022,6.794899169,993053.6202,0.477184563,31.17714853,18.83732944,2.999556786,0.3545743,1.088908991,0,0.30071011,0.464330379,35.7640091,0.0520281,0.343194519,0.642576665,6.906425466,0.246308535,36.65405421,5.502031317,1.105608229
24GM07,RBR02,0.544346509,7.835439472,94.51124528,6.062334195,0.497376611,0.884179185,67.4076794,205.2899849,11.78840463,172.1016451,236.3720928,7.809507654,60.44956668,4043.962788,0.242917016,992806.0435,0.528652379,1.256950686,29.75950651,3.509319333,0.746032451,114.5477774,0,0.503209186,23.3835157,103.7878035,0.080072151,1.277505619,1.702129904,32.11620796,0.069334089,169.3010964,3.566773488,2.070873026
24GM08,RBR02,1.97149223,13.40995408,85.86359544,10.36729139,0.308544429,1.760604404,430.3373413,574.3748521,28.77088896,230.0471749,1039.128083,9.949834663,432.1002979,10182.1644,2.324962775,977306.3499,0.976856381,3.4286343,144.9166943,6.834738709,2.409847512,3.333974148,0,1.896387979,5.924223934,219.814888,0.229911565,0.717673347,4.25982448,77.98042891,0.533532561,13.37457956,50.86509554,17.56543496
24GM09,RBR02,0.588239337,6.401495049,78.10878597,5.634590099,5.889631197,0.22496179,56.15757668,228.7643952,19.68875598,295.1710805,247.072867,6.88755551,41.71117292,3294.358005,0.546884131,994255.1645,0.959811369,0.565959845,5.235209142,4.54241298,0.251933757,0.20595849,0,0.127449597,0.194649327,39.6071986,0.041461663,0,0.875219118,8.347303482,0.112387159,2.722266864,2.385430882,0.835141828
24GM10,RBR02,5.63317578,10.00583085,61.49834273,4.366234901,1.30362233,0.624481761,225.2701536,424.5817059,21.45160024,198.1599835,1478.970481,13.97555375,423.541266,7826.390871,1.882767421,983977.6822,1.413691038,5.082886199,51.40969364,533.919385,3.959580514,1.935084894,0,0.763083346,1.986529424,0,0.215865076,0.673826962,4.645392596,51.78998419,1.121499159,19.36782515,26.53905778,4.261290099
24GN01,RBR02,1.669389439,38.10673168,6.701116463,3.512052117,29.64913669,5.184679284,534.8290673,277.0208237,474.4142063,1905.518855,723.4259932,12.2595789,333.3937598,6812.335515,3.934413394,935260.7478,1.115982228,2.075130231,485.2520562,22.27476805,3.681584967,58.49806419,614.0290029,2.75355642,19.49893015,788.5541492,0.184105574,1.22729298,5.946951713,315.2228068,1.013662879,64.11284519,244.2053621,12.04816093
24GN02,RBR02,2.565765854,16.26700903,59.943281,16.76790697,1.494253608,3.390951987,189.7949969,269.4804122,439.6270388,408.6105175,0,11.01512145,289.342733,10479.92356,3.958030719,985236.5449,1.202872712,7.045605223,58.93779884,3.266012997,9.72217214,3.875436032,0,1.780769152,3.646657316,325.9548255,0.425984644,3.22085249,3.907391026,49.29144143,0.757033001,8.851299584,38.62081059,7.153148891
24GN03,RBR02,1.849659194,7.46356983,14.8165693,1.888876564,0.76768924,2.782131656,102.2692389,189.7117966,7.98533288,369.7235214,85.03102067,5.880175661,23.57353493,4422.744293,0.915447279,977037.1629,0.216209469,0.310393901,27.89896535,20.96031522,0.275342122,0.853661021,20.29428896,0.117677588,1.457929292,36.05756772,0.019582684,0.159631367,4.402479998,5.858328756,0.665079597,125.4710895,7.850085278,1.563466689
24GN04,RBR02,0.570507318,40.91794932,9.101370781,0.938979529,1.031977262,0.668871352,447.0175868,272.6904135,12.44280224,205.6408593,112.5945825,6.651440618,43.06476897,4028.68857,0.259306047,993738.6607,0.68446469,1.241122586,20.14952844,3.326193912,0.358364466,0.210335075,0,0.161147852,0.223182008,49.09405801,0.027779189,0.07114935,3.823559813,3.183833551,0.487294313,406.6469722,4.157697374,3.348990278
24GN05,RBR02,0.626716862,10.88018948,7.448815671,0.352673709,18.00117669,0.327735803,53.20482949,189.506301,135.9038934,570.6393565,245.1838035,6.72070726,26.35142514,3986.176641,0.765088024,991327.5995,1.133642255,0.807061754,6.880266786,13.71486152,0.894903599,1.468280014,0,0.295458063,0.993908282,30.54349608,0.066829025,0.155647836,0.887476751,25.9521308,0.193776425,30.89348074,14.38163921,1.198344264
24GN06,RBR02,0.600646433,9.154954043,4.577502821,0.585483666,26.15624852,1.005649124,43.89278113,183.642582,26.25557484,587.9384794,221.9088742,6.262803636,19.19559284,3152.046264,0.427311905,989383.0719,0.701958454,0.442216853,65.26296419,3.418999895,0.787401112,0.475354097,0,0.26555646,5.1766134,45.13850658,0.077469587,0.234494834,0.623482114,18.82336212,0.120988903,3.213604119,7.863740519,0.788402866
24GN07,RBR02,1.598715464,3.192983913,23.25259148,0.866219049,1.598939029,1.103279306,86.21141232,225.2551757,39.03474885,421.0536431,317.0406041,10.70951183,145.9690776,4770.446591,2.950290085,991964.6673,1.023985345,0,14.0692975,1.461311738,1.630936328,0.683747469,165.2227642,0.550044533,1.002348902,132.7123784,0.116699643,0,2.150652682,16.80789885,0.646717802,4.329364659,8.594566572,2.566160537
24GN08,RBR02,1.288726154,14.77548493,52.6032432,3.450531366,11.73766804,0.596292787,209.6942779,252.6915852,99.49021512,735.2299277,297.9924196,7.843976212,114.3144792,4205.066301,2.310166931,987410.5056,0.863318921,3.231678661,29.95380992,8.264607697,0.46405261,9.095490817,0,0.250407913,5.08470402,45.260804,0.056448013,0.420124548,0.762199221,67.72166242,0.488550605,149.6340957,47.17302034,5.98991193
24GN09,RBR02,1.927711607,24.88369776,24.59368648,1.501822271,6.378096219,1.919554693,927.9632444,140.0304415,12.10530357,254.3113059,185.4257284,5.4506788,42.45932522,5056.178756,1.831163054,990328.8262,0.40675312,1.185314148,18.8431956,7.890419851,0.700973636,0.497136424,0,0.182560754,0.391102242,23.1822728,0.038948549,0.135464659,0.847991986,18.36633966,0.237489825,74.83513241,14.71426696,1.557721207
24GN10,RBR02,9.927769246,7.933653413,33.81077645,16.21057626,1.336735719,0.153177224,736.1520953,245.2772972,10.50332065,279.4810108,150.3540421,6.204550301,43.5327442,15402.85189,0.464471363,981021.8756,0.587209112,0.440957583,13.66299022,112.5990433,0.391161669,0.09095579,43.14909527,0.125383,0.170102959,31.69560094,0.021516969,0.113389247,1.111932439,6.022132179,0.436884044,17.87589081,2.281686775,1.620925327
24GO01,RBR01,0.846018679,7.214496856,66.31528964,8.915055799,0.458663853,0.161654473,59.70937608,301.4166715,46.17878342,131.9574549,171.3540629,7.562121358,46.75450014,4441.972526,0.522037958,994249.7759,0.401915664,1.37669411,6.269584997,1.675198848,1.099105646,0.383358201,89.0063823,0.563691891,0.601212344,62.39981117,0.063512964,0.212404524,2.40500829,2.14396054,0.147035884,0.632356625,3.80573383,2.190047857
24GO02,RBR01,0.494255994,10.6881362,18.52441122,1.881031989,1.877794436,0.491643212,117.6607639,132.5215597,24.13747933,267.410577,119.6485604,5.531307812,16.7082915,3471.825688,1.629552867,993890.2961,0.641636548,0.69594295,11.97999196,3.874458559,0.288612537,1.338393773,0,0.142346134,7.007337589,19.16148109,0.059639063,0.085079474,1.042124642,31.20894463,0.030057792,18.51456268,18.98123628,3.29225596
24GO03,RBR01,1.484312664,3.862920501,57.51102346,1.874325824,0.247076366,0.175428279,50.30869777,128.3753062,4.489358807,172.2615139,136.6016728,4.738516829,46.51242789,3392.948284,0.732339556,995804.1892,0.579328467,1.00710221,4.803670419,0.785533676,0.795528603,0.111791961,0,0.277268728,0.431860315,23.85031397,0.082194247,0,0.848430397,14.50598125,0.093327627,0.569631411,1.761501425,0.5950833
24GO04,RBR01,0.569062589,6.110804271,12.42280563,0.465740193,2.75400361,0.131381475,80.27911172,279.5311717,238.7821555,577.2576361,289.9762273,4.991729201,87.5345751,4545.788109,1.196070377,992354.086,0.828219149,2.784876658,34.65914751,1.760053363,0.866181257,0.431093268,0,0.712013153,0.489807068,0,0.038780776,0,2.38214386,9.191732741,0.154228573,1.49312616,9.657017598,0.99142438
24GO05,RBR01,0.893722278,9.754522444,98.34840888,8.593290848,6.993750358,0.382557372,101.0371484,291.7967295,97.4362229,345.2626413,307.1298906,7.826168002,121.0466364,4918.42028,1.33792625,991452.2162,0.991269901,1.892464266,48.65242531,8.269734824,1.046424689,0.367623073,0,0.516105471,1.183461786,69.59506912,0.252272774,0.616946603,0.770246364,21.20314303,0.342762091,26.21104319,26.52411108,1.09945437
24GO06,RBR01,0.4769996,7.558384587,14.82848769,1.199325564,0.642997495,0.254138238,197.9164681,109.2651257,18.1198524,245.0671324,105.2166399,5.876330577,101.2312745,4042.298631,0.288094833,994873.8801,0.43356937,0.99611884,4.479716081,2.510006105,0.375543304,0.175911221,0,0.246961494,0.175198441,39.87752562,0.019400622,0,0.721749922,1.833254232,0.15139846,15.93242867,1.002963363,0.780332124
24GO07,RBR01,0.572839482,5.721361831,112.4061885,3.462958691,11.6596709,0.107738529,32.14322889,288.6164712,52.28042948,498.4716922,298.5934465,5.723015636,23.93154634,3393.593874,0.929019095,993732.6971,1.11402335,0.608368056,15.3291768,2.567510706,0.756883801,0.14181518,58.985685,0.199094115,1.273733007,31.17565695,0.048658683,0,0.599978341,17.48645617,0.117985159,2.481508323,7.668124257,0.967616548
24GO08,RBR01,1.028404167,6.133262434,106.6062372,3.108668414,1.501773385,0.128921959,88.63156504,175.237611,28.42362712,306.437353,215.3970388,8.84083854,132.6151728,3080.118526,0.753473224,995182.1422,0.828650124,1.480235583,19.24955336,7.79338035,1.841592969,0.733239907,0,0.322947258,4.017650341,58.26580347,0.058350669,0,1.6981607,5.379395019,0.163334439,0.573045918,2.766194585,1.340391097
24GO09,RBR01,0.404554414,6.079494028,11.77590778,2.34205836,0.172185471,0.35418879,58.60266527,116.2326782,4.8684097,287.3961303,91.33411878,5.084905498,73.11661307,3807.977538,0.796163731,995099.2026,0.357920712,1.564103206,14.19789519,6.532180966,0.778373794,0.899357148,0,0.255933674,1.188415303,38.74691421,0.035743025,0.1529701,0.805895001,2.154354832,0.074962764,28.77795707,3.540263832,1.109310412
24GO10,RBR01,1.33238005,7.982837896,14.69289585,1.053290235,13.38959671,0.681638572,148.2121093,694.4243216,459.3366643,8532.696273,739.4275837,6.67323497,22.95463165,3504.684529,0.700107659,969789.3733,3.527448657,0.448045758,35.03785381,8.011175094,1.037066747,1.408763941,45.18636542,0.977514327,2.470081808,38.62080789,0.234777638,0.203809796,1.001593096,51.58860042,0.264789336,5.373487472,19.35092721,1.072577826
24GO11,RBR01,0.381864218,5.978958927,16.85039589,1.115342374,4.750259204,0.088274425,51.61735273,129.3819253,15.83119529,246.5095976,102.0918278,5.572570212,37.98954576,3766.84559,0.05527631,993871.164,0.440826809,0.579162977,24.52817385,1.403632038,0,0.618783258,32.07929452,0.157947067,2.06987242,28.08165365,0.049631564,0,0.873083337,15.44165609,0.05083503,3.35044471,14.88179703,0.868086429
