ANID,Group,Sr,Co,B,Ni,U,Li,MgO,Na2O,Ti,Sc,Al2O3,K2O,CaCO3,Zn,Mo,SiO2,Cd,Ba,Rb,Cr
24GD06,RBR03,1.012769888,10.79629059,7.120694561,0.587746839,1.483462138,0.590156808,104.1628682,196.2927333,18.3017256,5.432249386,98.56822679,182.1532437,5542.259362,15.2848753,1.17748784,993527.9549,1.662628596,6.508895951,1.144645385,0
24GD07,RBR03,0.489516606,6.335978045,9.744102167,0.169797403,3.428523997,1.653984195,83.69414,126.049447,9.535242125,6.273862516,403.3641409,156.5490736,3400.899816,67.98577684,0.408205091,994776.2477,2.881955271,14.42838164,0.270672633,0
24GD08,RBR03,4.749200377,7.529874331,7.258018761,0.498793761,0.988845028,2.06340954,94.01543298,153.3281109,5.224344278,6.327069178,132.2197943,83.794483,6182.750591,14.20531261,0.25436215,992620.8786,0.718325523,1.960370003,0.291515355,62.66147458
24GD09,RBR03,0.794995025,15.85124771,22.29147397,0.068515972,7.643163292,0.576559087,325.87739,267.8497113,5.399737706,5.852765533,266.6987283,105.8919881,3767.868647,5.856163054,0.105056901,994433.8752,0.538959398,2.324642407,0.24340171,24.25405233
24GE01,RBR03,0.686389268,6.239780185,7.700635411,4.22394982,0.451778402,3.437956099,619.3379613,163.2227575,24.26899366,6.536208126,382.0206884,173.5245842,6488.061566,27.99354057,0,991588.4228,2.508883754,16.41391319,0.459068972,0
24GE02,RBR03,0.711907066,11.07068282,7.297897509,0.316826992,0.272989234,41.07086402,41.19839851,173.9291311,90.41828235,6.758416417,669.6611337,261.0538263,3969.574672,15.68166949,0,986617.9647,1.33511792,1.817296722,0.682653538,119.5681987
24GE03,RBR03,0.280544128,6.412456792,14.1007545,0.367701931,3.276819409,0.474062277,32.60065664,124.2930199,1.914948016,6.973363867,343.6714523,76.79804954,3664.200431,9.327525142,0.143736866,991015.5065,0.405916757,0.674600148,0.155906765,0
24GE04,RBR03,0.352149783,6.419384238,18.54722684,0.185413761,11.67047501,0.206699676,33.47975413,133.6632511,3.112341232,5.635371385,205.2711404,102.308636,3120.454109,10.72014247,0,996105.1158,0.530924567,0.17839714,0.185321064,0
24GE05,RBR03,0.525300645,7.924136614,5.912350418,0.295132916,1.482053064,12.00410179,14.62487039,160.0017662,3.370452789,5.606298096,424.9888765,100.8544465,3461.730195,8.096653877,0.331346315,992710.8413,0.242837397,0.32263377,0.094346968,29.35150122
24GE06,RBR03,1.298104906,8.74917349,3.829533265,0.527921248,0.680540917,15.67056943,61.34935084,205.5968043,128.7470531,7.495960594,847.2630066,216.6047477,3273.40218,10.873648,0.601322156,986348.8636,0.610196598,4.621031117,0.749240253,0
24GE07,RBR03,0.657825319,11.1736959,16.61892201,1.416219055,4.299273375,0.368981814,72.16386927,233.1834971,9.509017944,8.790876621,354.8052881,305.6300089,5042.486912,24.03331936,1.737213439,990743.6759,2.546341214,0.687185889,0.524983482,0
24GE08,RBR03,0.339169249,6.665011274,4.252270962,0.075124086,0.380128979,0.176437726,36.85688242,58.48033232,4.490942099,2.918091455,125.0880734,42.62423261,2558.311836,11.76118729,0.130971873,996802.4344,0.214974864,15.49039392,0.09270034,39.37976205
24GE09,RBR03,37.01150585,25.91467433,24.92121193,0.657868381,3.011156451,3.008625659,10868.47169,577.885828,9.87876425,5.714066639,355.1145294,174.574038,24683.81575,52.89036823,0.273448912,960787.5943,2.324703727,178.7341693,0.554211304,69.83423207
24GE10,RBR03,0.209749413,6.402888458,25.07254702,0.20128898,18.00166487,0.350254253,67.68870499,195.6828795,2.880889866,6.175653383,316.500085,133.0487122,3565.743815,7.904897357,0.116958464,995328.5693,0.342866513,0.962312314,0.421779906,0
24GG01,24G-G,2.11082746,6.700534658,30.88544746,1.126481398,23.36952256,2.920593182,184.3649792,394.7858088,306.3262972,5.933519742,641.5055479,468.8777877,3944.050779,25.732683,1.371644706,991833.1804,1.608403605,24.94860013,0.823491451,102.1053801
24GG02,24G-G,0.769337503,8.081198808,6.675878615,0.132615704,0.204358302,23.19910426,508.2183468,201.0673179,23.5601125,6.977854898,536.5078787,174.8912088,4628.021106,9.767091926,0.310500133,992577.1694,1.412614914,11.80318195,0.481048422,42.32262663
24GG03,24G-G,56.08221863,6.123171881,20.44930583,0.688169234,13.40762432,10.60654319,13985.72567,491.7772804,16.18252317,7.113698236,623.7277634,232.5060354,38593.9251,14.18734994,0.795758659,942685.1134,0.530029397,52.54752672,0.48813141,151.1515362
24GG04,24G-G,7.628692342,6.735217873,28.91019992,0.28221558,0.742836172,12.87614146,7953.077584,359.2460594,36.3237314,6.094980083,311.944852,168.4661974,17505.69905,48.65988873,0.370151437,972802.8442,2.314010651,79.63061065,0.864563043,0
24GG05,24G-G,0.682685777,3.185177567,9.338428368,0.166386098,0.361100633,4.347492104,37.97408764,104.5295219,21.60434244,7.245148001,215.7360983,66.42680351,4073.952179,7.464064542,0.235688963,994290.9326,0.840990438,2.390376779,0.194620831,66.72881359
24GG06,24G-G,0.695470645,9.107542741,4.337263287,1.298943254,0.209861351,4.265445489,100.8243438,165.9198197,15.71161903,6.565335534,929.6283462,91.56292026,3231.72427,11.47257339,0.287845729,989578.9937,0.531830335,2.290538648,0.843506268,241.4299143
24GG07,24G-G,1.267613531,5.655407689,21.20989994,0.636647532,6.07969963,1.360081216,372.8177973,253.2457324,5.67465916,9.14668197,160.2181377,217.2835846,3821.081732,23.88053826,0.932920262,994507.6692,2.663092947,15.19177254,0,0
24GG08,24G-G,0.381852855,8.000107464,9.928669319,0.175968051,0.3697936,10.02460623,155.0148991,257.0107617,22.58846482,6.827758994,762.0852721,199.8092491,4034.261243,9.075612707,0.259647891,992497.52,0.988246615,12.41369367,0.554390031,159.1947809
24GG09,24G-G,0.390548597,24.86869645,8.918497359,0.521219625,0.564866144,4.129875983,275.370015,239.8707663,40.63692643,6.163021124,716.1140724,151.0536864,3621.961938,5.932428607,0.298309968,991091.3817,0.957992451,6.120254171,0.864355441,188.1991087
24GG10,24G-G,0.950921504,6.915930671,3.515603821,0.701953666,0.291063715,21.36272332,55.39984789,181.0576547,32.65659325,7.030514172,562.1780324,158.7658134,3636.985012,12.25136653,0.345854003,992504.6419,0.493633483,2.939132073,0.418185249,38.53513195
24GG11,24G-G,4.180726791,5.562921159,16.88317297,0.728809166,0.460401918,1.607210545,846.641237,255.4495685,19.9583869,10.16593766,225.2420178,132.2491609,10351.55896,33.35440209,1.720619278,986180.0321,4.420476569,32.53904555,0.225524803,135.5211669
24GG12,24G-G,6.082320855,8.204012529,21.01083568,0.177300953,0.930809225,3.975528122,2727.987651,309.2103375,12.10459943,6.278798924,202.6215717,96.18903168,9845.045287,24.8581432,0.53817869,985928.0151,3.360596402,99.13047414,0.351289661,73.26032268
24GG13,24G-G,0.727929149,10.09984049,5.451369227,0.776653145,0.299789888,3.573792348,99.44627448,106.1966085,14.22698695,7.468642701,318.4137532,145.6299608,2819.599978,10.54887207,0.184592027,993518.3939,0.661176019,18.1012736,0.268310544,110.1082442
24GG14,24G-G,0.78317079,10.94567406,5.889009402,0.380577,0.22335549,13.51704426,270.206769,179.5065211,25.25700651,7.177163608,622.1310501,197.0634103,4624.556991,13.75475051,0.431275448,989546.0553,1.025924231,10.56890527,0.549452973,124.907466
24GG15,24G-G,2.503185287,11.40256103,39.27652384,1.893951036,0.892298542,13.26978632,3545.435367,314.7975915,25.66785208,10.46227128,508.7827141,582.4834953,10255.31618,32.56775681,20.96388783,977574.6746,3.20700184,40.51617032,0.983941881,0
24GH01,24G-H,1.295231386,15.19314529,51.26204489,1.367907324,3.246363041,53.47256963,16.99769998,235.2691973,99.54582556,10.20241703,790.6064798,418.5430293,4717.077359,11.54303461,0.879520001,988851.155,1.866835685,9.290923742,1.003483956,0
24GH02,24G-H,15.97488219,17.22359813,0,1.767702957,0.576567133,1.5957316,35.15147174,51.73083602,37.04818597,27.12438536,107.5669561,0,17236.25468,78.66029995,0,978839.6966,22.380133,1665.85874,0.68664601,0
24GH03,24G-H,2.927370775,9.400816652,5.439763262,1.352123117,0.67735858,1.632860717,63.89243186,92.37799038,12.64041896,7.017328864,125.2651725,78.29550184,4592.435495,15.12210997,0.316099265,991779.3436,0.681423713,84.03896696,0.496102185,0
24GH04,24G-H,85.9056506,90.4339112,17.45961588,0.677103633,0.469337511,3.031854457,87.12439441,258.3832693,22.11945289,8.471393952,245.9425776,199.9218697,4416.518336,20.97252595,0.209596375,989285.7315,0.583906692,4459.248975,1.05974141,0
24GH05,24G-H,1.409456339,7.091606476,71.1146331,2.570828574,0.545038359,3.13762016,58.154345,222.4761701,21.71922934,12.68947339,460.8532265,0,9775.460192,25.26757738,3.937716408,987681.8371,9.402802875,5.490089564,1.923252519,0
24GH06,24G-H,0.627607533,8.626834568,30.16497367,1.796548266,1.480861765,1.45317345,11.6332979,118.4380296,12.68158713,7.497375418,164.7338816,93.73784432,3319.394851,4.427391089,1.348235955,994355.6785,0.584972594,24.62173055,0.360462509,0
24GH07,24G-H,1.373270257,5.330215092,17.60960405,0.794864679,1.804137424,2.183842224,7.740941048,65.29359505,44.4393904,9.670242107,72.97832246,0,3406.031439,9.243562419,1.812803099,994357.9615,1.282595624,5.579151116,0.209874038,0
24GH08,24G-H,1.073004955,39.13863474,28.85705731,20.26092629,2.031931412,1.496360967,52.07860825,192.9046584,216.6681105,7.87238297,904.7430709,384.1600709,5189.516651,23.97217023,3.132585162,965266.9315,2.427082143,11.96599721,0.97968854,349.6427114
24GH09,24G-H,16.52803657,13.22236266,5.964249397,2.791988358,1.325818822,9.588210821,15.53270357,122.5590482,31.27782533,5.948349378,236.469731,100.9662243,3434.364932,8.809663428,1.529513706,989582.5788,0.339353889,893.8089735,0.315377795,0
24GH10,24G-H,0.942843978,6.114609883,39.84538014,0.132610862,1.936891992,0.097529693,39.58302261,85.9257939,14.47164303,6.208806012,86.72533808,108.9691038,3820.88282,3.416937448,0.414731239,995448.4796,0.313294632,1.402345565,0.263092682,0
24GH11,24G-H,3.515176661,4.931080812,16.55806957,1.395790861,1.662789159,3.792162497,76.879826,218.1030608,46.94667465,7.411210721,699.2399703,424.7920941,6480.944211,16.59814728,2.034513058,991213.1306,2.94244831,65.1832669,1.168244677,0
24GH12,24G-H,1.216727934,6.874066158,9.310454758,0.647183585,0.71731798,10.51019267,27.50527318,119.9833277,70.27310828,7.106340276,411.8510162,100.7463139,3408.288355,5.305459088,0,995193.4177,1.087064926,11.89902532,0.23900414,0
24GH13,24G-H,7.649940049,23.19911452,4.699231483,2.069298219,0.539094627,2.837964136,17482.44002,281.0939864,215.3079552,7.405967323,25223.98879,478.5146846,5796.463588,9.619453889,0.189375209,942237.4131,0.330575984,39.66575834,2.906319384,0
24GH14,24G-H,2.570466055,21.27267193,163.9624885,10.05318469,1.848185205,2.526659828,67.76435483,113.5178249,331.309953,22.699236,1572.27627,1294.119839,13111.23107,105.2625377,8.140878766,956139.5673,17.66082174,33.05848357,2.597000967,0
24GH15,24G-H,12.24121552,7.747216712,14.42256483,0.439092462,3.464791824,1.195480071,243.611988,113.1090415,6.398217239,6.223404686,188.7536226,142.2377342,4607.176467,10.27355286,0.358492348,993005.7837,1.877367598,594.1332366,0.642073558,0
24GI01,24G-I,9.062718036,38.41633723,10.77259158,2.374105916,0.552775546,17.60836192,27762.34631,502.1802447,790.7831905,6.941026199,32336.33136,1418.974931,6318.660202,9.639499295,0.207222426,913119.4172,0.224774157,94.44139304,9.997531003,42.47576311
24GI03,24G-I,1.616120262,11.53012397,39.8682655,0.405899461,2.467694783,19.27093524,26.50750606,175.3372104,60.19866643,5.904518216,538.4460268,306.3772278,3501.98649,9.271865536,1.14659199,990607.4436,1.119337457,16.31094898,1.032353159,0
24GI04,24G-I,7.655287774,52.96571549,7.841812133,2.34454279,0.597016568,15.9658385,30981.6959,375.3443708,668.3247867,8.313253155,30412.46816,1133.139917,5368.688412,8.449373976,0.103126909,913803.4741,0.279654385,89.66708484,8.345233826,91.93273682
24GI05,24G-I,1.375162332,7.681878271,17.31925597,0.754557597,0.755200928,2.763668352,14.73369672,106.861793,30.01951791,5.071650198,184.8314845,121.1337176,3752.12777,8.913294778,0.631118751,994632.5962,2.319983728,13.34429838,0.630876789,0
24GI06,24G-I,89.56160281,7.345885779,10.82283492,1.096786881,1.673563392,44.06210515,40.71579329,139.0218889,173.3275207,6.145425981,684.4473826,408.6454696,4620.034354,6.326822229,1.406249004,986054.2878,0.6422561,4573.170529,1.356578215,0
24GI07,24G-I,3245.955908,9.811033549,18.79157837,0.248665944,2.733903203,9.506840228,597.784632,121.678609,27.64213254,6.166374661,224.0191225,184.6625823,14141.62333,35.4690355,1.232397674,920822.8261,3.437438677,59825.70737,0.695022496,199.324856
24GI08,24G-I,11.46607092,52.05408608,28.83703217,3.638054592,0.675596996,25.72935222,33511.19903,586.847076,937.9653616,8.167591583,42378.45998,2089.793734,17497.54107,11.80084115,0.235033273,881986.8678,0.351666283,30.25867956,14.04954165,71.80452456
24GI09,24G-I,10.96207352,41.69300883,10.66658927,2.019917775,0.628734759,18.9780797,32769.8111,474.3674628,931.8136604,7.017151612,37788.01627,1564.827983,12614.53116,14.59873383,0.131936524,896987.0195,0.387997457,67.44621564,11.27719001,61.76691956
24GI10,24G-I,5.136576289,6.608375718,19.19649754,0.56013165,1.022569673,5.789171405,38.20571185,142.2310564,31.13000013,5.65368122,182.6511462,209.0182527,3990.391343,15.84135507,0.681837898,993318.5122,1.020193425,1422.549649,0.598137723,0
24GI11,24G-I,7.526521181,20.19218066,10.69615948,0.934631777,0.751558133,34.04735661,76.54688407,143.4889795,89.32661046,6.849462712,530.1811891,243.4543622,10632.02104,13.16883082,0.474624465,986234.7176,0.672960696,40.8635069,1.360149189,0
24GI12,24G-I,2.809853178,9.852866757,67.04270047,1.622952679,0.489677373,2.569733117,24.57653521,104.9646157,94.40442921,8.51914746,275.3455955,0,6253.850348,49.68251719,3.526322433,990370.1045,7.034968227,15.61199998,0.42964482,0
24GI13,24G-I,5.3822759,54.28834,11.53310458,3.382721511,0.534074769,27.68079366,40564.4831,455.2818585,1191.540623,8.57327326,53534.39421,2282.110828,5126.317104,11.99712057,0.319173627,878640.1349,0.358170362,90.65815324,17.03329171,121.2293496
24GI14,24G-I,8.750563341,11.81941519,69.56978534,2.750092284,58.32081738,3.117273998,112.7005199,311.9954247,275.9590805,18.21784424,860.2497337,510.3724933,21507.83462,68.6108212,2.374819036,966400.0894,0,140.7749078,1.844583293,0
24GI15,24G-I,1.281361747,6.46142784,38.41196936,2.47816172,0.965793494,2.121613695,23.59092201,171.5361431,63.20544965,10.90959144,276.64011,430.788928,7111.593286,49.21992293,1.854662929,990550.2506,2.775021647,24.39547091,1.016869135,0
24GJ01,24G-J,63.24121973,6.862798538,9.842480486,1.364330892,1.127281006,5.617058166,166981.5269,334.4763201,11.18229177,4.317142035,227.4183193,92.66078947,226638.0524,13.6095253,0.287666203,604603.2325,1.24074949,7.480032461,0.428595246,0
24GJ02,24G-J,103.5343599,8.849415114,13.08911024,0.938624908,2.289423125,5.868522219,258324.0728,490.9624078,15.32558006,2.71413219,171.8240137,68.15301496,373205.0195,10.87842984,0.28143479,366840.1064,1.10903799,11.41591168,0.24616103,65.26216359
24GJ03,24G-J,151.4654443,8.145047878,16.53462459,1.61240347,1.862467031,9.519733951,313420.8808,650.8793814,18.41756324,2.009612897,266.5845512,96.98702856,422377.2663,11.89584614,0.514307572,262428.4835,0.935840794,6.182758633,0.319941915,0
24GJ04,24G-J,70.41556277,8.576797299,5.484853863,1.327386532,3.127806733,9.935304739,247497.9768,349.9835654,19.63418984,2.900813878,176.4903052,128.295833,319000.8599,6.737090104,0.60904701,431719.778,1.146290339,3.691679442,0.386802569,57.08831573
24GJ05,24G-J,82.41223784,9.027028191,6.413910069,1.398856642,3.331377026,2.428368498,275100.9848,355.1677857,18.12424421,2.647840575,302.0726663,51.07151193,388992.8666,13.2145612,0.580004172,334275.6294,1.26901833,5.470755569,0.307491422,62.59896675
24GJ06,24G-J,128.6664682,10.15015248,11.19118395,2.290205809,3.337980173,4.691656204,331438.8309,544.8527014,12.83884441,1.535705456,365.5457798,60.49730757,441276.5712,17.35649058,0.250923045,224448.2285,1.354952195,46.59520927,0.134600805,71.51680979
24GJ07,24G-J,197.0012308,7.245126343,6.74620881,1.315174889,2.622573535,2.39073381,332021.3876,432.1706395,3.995078475,0.826427094,136.5571719,50.91753765,538169.044,7.194283937,0.268754278,128480.989,1.028920462,3.435926262,0.30569504,52.90911229
24GJ08,24G-J,105.2226496,8.448665285,4.996632642,1.346573997,1.030683833,7.06452543,285489.8621,413.8895476,17.73640827,2.350782591,237.5690232,97.26797476,401320.883,17.84668521,0.248588932,311298.1105,1.334161792,4.760964153,0.346116122,49.73478424
24GJ09,24G-J,136.9943562,9.620255213,6.009082759,1.693610882,1.460017559,6.483353668,332894.6171,488.9757916,23.02260872,1.704223137,267.2013609,115.9141862,433689.8409,6.604354808,0.68065484,231571.8602,0.923667601,6.111144039,0.383148359,49.71417132
24GJ10,24G-J,111.9296945,8.509746783,8.057323341,1.192100998,2.05215713,11.78703913,309589.4205,381.3687142,15.89480753,2.712152321,304.036825,163.833817,398605.9728,7.163095171,0.642061655,289829.0011,1.298115329,6.876094833,0.627489258,72.69707312
24GJ11,24G-J,106.6599336,8.306067299,19.73156909,1.374396816,3.58843926,4.923593867,309227.7346,567.2848765,15.20138326,1.990921394,325.0614734,155.8519989,398576.1333,11.43743116,0.569569457,290296.1781,1.472851578,10.55915582,0.491734181,72.2464546
24GK01,RBR02,1.996249685,7.921810948,55.04174462,0.527092899,9.692985114,22.12367523,12689.71363,397.0375275,47.25972752,7.274679625,559.9374772,223.9155411,3375.744794,27.37764999,0.435176651,981524.1723,0.639881321,4.622413722,0.368204733,146.9957174
24GK02,RBR02,0.466378182,8.135672231,107.5271944,0.152196798,3.596562608,0.872610539,35.26664031,140.4501208,48.57592566,7.482858388,229.3798906,262.8105635,3190.532048,11.55349916,1.856397131,994368.9841,1.381951642,2.059506974,4.365850529,0
24GK03,RBR02,2.154112442,7.818086215,17.06766456,0.192594019,4.936504761,44.49966674,33.27967575,196.7412631,11.86333837,6.137221992,601.3337015,224.6201258,3792.719711,21.45125114,0.805418071,994372.1838,0.799432986,6.006570971,1.838257018,151.1984561
24GK04,RBR02,6.317266445,10.0734062,33.83877643,0.577165328,19.09040802,8.2816318,2372.952913,364.4403704,20.96566052,4.437809217,545.3559743,379.7829439,12078.28758,45.88127739,1.810256313,983204.3745,3.369007961,4.895274767,1.251176672,0
24GK05,RBR02,1.578748732,9.32164696,8.234418337,0.588672972,0.48613179,7.93090806,105.6117326,216.2638937,69.40499281,5.824508087,265.7230145,181.7474452,3432.042101,13.7467448,1.038733944,992415.8392,1.014905471,81.60489531,0.224353533,0
24GK06,RBR02,13.66243973,37.40998611,422.0273047,15.65257613,1.298608459,1.509183298,832.5977981,7649.500167,70.76234607,45.08439845,3327.226651,0,25648.76521,244.9557121,13.00903402,938489.0215,30.65559807,13.72301802,2.268057409,16774.96592
24GK07,RBR02,18.62375073,6.770536444,39.055997,0.420834462,21.50094078,9.532423207,2670.198365,1181.807075,32.35682987,4.085568896,831.0567377,260.8762376,5658.352311,55.26154179,0.70600945,987084.2586,2.742116373,22.22058929,5.459555577,0
24GK08,RBR02,12.53596507,7.018516053,32.63450522,0.610428114,20.13941107,1.786096769,714.1877091,312.4091067,37.8825092,8.721201499,230.493263,153.2732792,11366.401,19.15644703,0.547023923,985383.9019,0.814438458,311.4529133,0.511669661,0
24GK09,RBR02,0.887152174,6.076804673,33.34018183,0.292084741,2.22146052,17.20404214,832.7046312,157.8937109,60.87797074,5.02576561,412.8264315,253.8917857,4773.656318,8.246306689,0.636734294,991941.2514,1.312898155,3.448660243,1.203917677,0
24GK10,RBR02,18.81184595,6.634962024,31.49826297,0.333896429,24.68762746,6.037484968,347.9593914,309.0567346,6.792672668,7.111492775,412.0093196,300.6696295,9224.042267,10.29305808,0.624386518,988380.9466,1.08989458,159.8165771,0.334800492,0
24GL01,RBR02,4.196881212,14.38164022,56.15769574,6.099205969,0.88529799,3.281498908,79.41573978,170.6881386,164.160515,8.678902211,1008.227793,526.5719355,5169.402661,21.04086324,3.734157966,973072.3748,2.933162846,8.534721856,1.777314675,631.0960779
24GL02,RBR02,7.115465386,26.55295949,339.4432682,4.752579943,3.823471629,3.20241816,26.96735394,75.96376342,105.4743612,14.6137163,81.27192059,0,24149.99256,76.89718186,14.36335722,970735.5543,22.5646939,3.156598229,2.504176614,0
24GL03,RBR02,2.157916204,11.9162076,45.50498146,4.998800952,2.563742921,8.008406634,212.2867586,596.8232473,774.1060313,7.145030402,4673.369928,922.2283578,3930.660388,12.0204449,4.532247617,979123.1327,2.373372246,10.69083417,4.172117641,0
24GL04,RBR02,0.769975723,5.668088174,6.729862269,0.539458915,0.278481465,12.14424233,42.14839688,116.5330399,41.04974799,6.155698199,272.0407613,189.5365561,4025.581364,8.756143275,0.398533723,994660.4518,1.460882702,1.121084616,0.837956315,0
24GL05,RBR02,0.199290385,6.941171018,12.44572047,0.997798354,0.270538167,6.001981882,28.75429383,149.4114962,15.47896215,3.856054267,218.0390204,104.0513456,3446.251047,6.530738674,1.058657309,993588.3378,0.931358563,1.405256768,0.432635349,0
24GL06,RBR02,1.533685509,7.854477989,18.10880462,1.269466481,13.86535236,6.997747446,2126.688402,282.6946153,425.576884,7.005011113,385.7546656,443.4925684,4649.618346,45.72186172,1.825103684,987077.5869,2.83314693,3.715938131,0.230627242,157.0435423
24GL07,RBR02,0.456392949,5.621821996,10.122636,0.139631566,0.479627332,0.253071109,16.20266249,103.0318036,6.994348334,5.638413741,95.63727639,148.7732158,3268.395904,24.54760815,0,996112.4728,0.724526751,0.259336994,0.425958001,0
24GL08,RBR02,2.860218197,11.33256897,14.46597934,0.782034519,0.336410277,7.783389396,49.48134836,242.3769665,214.0486836,5.962318028,720.5398357,317.5689619,3882.600005,14.39968112,11.68581604,985746.3818,48.11138621,3.634408753,2.041412349,0
24GL09,RBR02,1.244451799,12.95977419,17.04832201,3.282107305,3.121796168,19.8699731,93.08578867,351.9774769,108.8515357,5.982172424,2102.177607,306.667043,4207.153905,14.81710172,11.48435093,971661.3323,43.68963703,4.319488712,0.992176031,0
24GL10,RBR02,12.73842633,5.461351274,20.1703335,1.540845982,14.93443847,5.478320354,727.7475306,311.3134248,8.040609106,5.116092912,161.2934776,115.1045316,9800.885972,19.03311318,0.406544323,988154.1364,2.075700772,202.7028265,0.524503771,0
24GM01,RBR02,2.13820466,17.73153691,58.110829,1.731097159,2.355362164,0.938858486,12.74124326,75.27073397,62.92075002,18.75509451,289.0214659,581.7846411,6295.880144,39.49158204,2.877469068,988679.4742,9.040951603,2.908920434,0.953176351,0
24GM02,RBR02,0.245423717,8.048779322,36.60778778,0.55863368,2.292567702,0.190944417,15.54685075,199.1413632,3.380159163,5.309163023,274.2453618,86.65368557,3240.880867,9.905131074,5.161417932,993921.2461,24.01469484,1.90182401,0.326223246,0
24GM03,RBR02,3.201637441,6.149320722,32.7735923,3.699170985,1.844348321,0.646480892,157.8121012,518.133921,21.47134348,6.132642101,196.871396,222.325285,4427.686717,31.42231745,10.14006212,993331.5165,46.92588625,2.588309929,0.875295628,0
24GM04,RBR02,0.289245619,12.49224129,5.272999583,5.5903636,0.498747882,13.97992958,29.42644359,213.0166029,36.14580859,6.02785216,820.3851918,183.3888069,3726.957733,5.820547859,3.291618587,986180.436,13.38420273,2.367409147,0.999890112,109.4892276
24GM05,RBR02,0.821596944,13.37747696,7.024975783,10.58798259,1.262624095,9.641719655,69.08460884,190.3383113,4.065429727,5.388539875,952.0725343,123.5953028,3259.052437,12.57229632,3.459864448,936344.3597,15.96208266,45.22891109,0.517500588,0
24GM06,RBR02,0.354616694,7.770436872,13.93660984,0.045423593,1.065744795,3.599116815,48.68003918,110.4958572,32.12834379,8.207252939,475.4168312,167.8709228,4645.193022,11.80661697,6.794899169,993053.6202,31.17714853,2.999556786,0.477184563,0
24GM07,RBR02,0.544346509,7.835439472,94.51124528,0.884179185,6.062334195,0.497376611,67.4076794,205.2899849,11.78840463,7.809507654,172.1016451,236.3720928,4043.962788,60.44956668,0.242917016,992806.0435,1.256950686,3.509319333,0.528652379,0
24GM08,RBR02,1.97149223,13.40995408,85.86359544,1.760604404,10.36729139,0.308544429,430.3373413,574.3748521,28.77088896,9.949834663,230.0471749,1039.128083,10182.1644,432.1002979,2.324962775,977306.3499,3.4286343,6.834738709,0.976856381,0
24GM09,RBR02,0.588239337,6.401495049,78.10878597,0.22496179,5.634590099,5.889631197,56.15757668,228.7643952,19.68875598,6.88755551,295.1710805,247.072867,3294.358005,41.71117292,0.546884131,994255.1645,0.565959845,4.54241298,0.959811369,0
24GM10,RBR02,5.63317578,10.00583085,61.49834273,0.624481761,4.366234901,1.30362233,225.2701536,424.5817059,21.45160024,13.97555375,198.1599835,1478.970481,7826.390871,423.541266,1.882767421,983977.6822,5.082886199,533.919385,1.413691038,0
24GN01,RBR02,1.669389439,38.10673168,6.701116463,5.184679284,3.512052117,29.64913669,534.8290673,277.0208237,474.4142063,12.2595789,1905.518855,723.4259932,6812.335515,333.3937598,3.934413394,935260.7478,2.075130231,22.27476805,1.115982228,614.0290029
24GN02,RBR02,2.565765854,16.26700903,59.943281,3.390951987,16.76790697,1.494253608,189.7949969,269.4804122,439.6270388,11.01512145,408.6105175,0,10479.92356,289.342733,3.958030719,985236.5449,7.045605223,3.266012997,1.202872712,0
24GN03,RBR02,1.849659194,7.46356983,14.8165693,2.782131656,1.888876564,0.76768924,102.2692389,189.7117966,7.98533288,5.880175661,369.7235214,85.03102067,4422.744293,23.57353493,0.915447279,977037.1629,0.310393901,20.96031522,0.216209469,20.29428896
24GN04,RBR02,0.570507318,40.91794932,9.101370781,0.668871352,0.938979529,1.031977262,447.0175868,272.6904135,12.44280224,6.651440618,205.6408593,112.5945825,4028.68857,43.06476897,0.259306047,993738.6607,1.241122586,3.326193912,0.68446469,0
24GN05,RBR02,0.626716862,10.88018948,7.448815671,0.327735803,0.352673709,18.00117669,53.20482949,189.506301,135.9038934,6.72070726,570.6393565,245.1838035,3986.176641,26.35142514,0.765088024,991327.5995,0.807061754,13.71486152,1.133642255,0
24GN06,RBR02,0.600646433,9.154954043,4.577502821,1.005649124,0.585483666,26.15624852,43.89278113,183.642582,26.25557484,6.262803636,587.9384794,221.9088742,3152.046264,19.19559284,0.427311905,989383.0719,0.442216853,3.418999895,0.701958454,0
24GN07,RBR02,1.598715464,3.192983913,23.25259148,1.103279306,0.866219049,1.598939029,86.21141232,225.2551757,39.03474885,10.70951183,421.0536431,317.0406041,4770.446591,145.9690776,2.950290085,991964.6673,0,1.461311738,1.023985345,165.2227642
24GN08,RBR02,1.288726154,14.77548493,52.6032432,0.596292787,3.450531366,11.73766804,209.6942779,252.6915852,99.49021512,7.843976212,735.2299277,297.9924196,4205.066301,114.3144792,2.310166931,987410.5056,3.231678661,8.264607697,0.863318921,0
24GN09,RBR02,1.927711607,24.88369776,24.59368648,1.919554693,1.501822271,6.378096219,927.9632444,140.0304415,12.10530357,5.4506788,254.3113059,185.4257284,5056.178756,42.45932522,1.831163054,990328.8262,1.185314148,7.890419851,0.40675312,0
24GN10,RBR02,9.927769246,7.933653413,33.81077645,0.153177224,16.21057626,1.336735719,736.1520953,245.2772972,10.50332065,6.204550301,279.4810108,150.3540421,15402.85189,43.5327442,0.464471363,981021.8756,0.440957583,112.5990433,0.587209112,43.14909527
