"ANID","Group","Sr","Co","B","Ni","U","Li","MgO","Na2O","Ti","Sc","Al2O3","K2O","CaCO3","Zn","Mo"
"23G-F01","23G-F",1.02168265570418,8.85172124466,51.1260152413571,0.406773281547371,0.569197497166862,5.60030512444778,66.726207096385,407.392795002872,99.9019972750693,5.82425041789782,720.667910018788,531.2326726988,3814.62294298294,21.514302007738,1.68427035138976
"23G-F02","23G-F",2.04113342511752,0.212138548967796,33.3310712574832,8.26014369699935,0.275075142274146,6.9081973171949,62.4519193073782,257.323945221443,34.3247294572656,8.2080781833379,547.035194793073,274.121903433981,3759.28935984155,15.096531449829,0.599702573143734
"23G-F03","23G-F",1.84968634379708,0.173060315386986,56.7843878669707,8.29254108078459,0.845004251192596,4.56752689159069,75.1825596010009,380.042333355058,63.3333907875522,6.27356679117841,689.238785404186,424.687485876095,4280.05283380138,15.0476022522753,0.541217265234121
"23G-F04","23G-F",2.99945032270186,0.196978861752932,45.5590013315039,8.37342557059302,0.940620694472617,7.03436352744646,92.4490112631163,376.057706654374,91.3765110513242,8.20915543992749,812.091179754284,404.359166901923,4274.55328019498,13.2802071552803,0.341544253621677
"23G-F05","23G-F",0.94105006684754,0.389761978756515,38.951385508558,9.26817822596762,0.394672302975921,2.06397796212669,88.5905006577409,312.729306335174,47.8030451370258,7.77861894225335,525.753131701149,323.686597502909,4136.87805093478,23.475290493132,0.491600506565343
"23G-F06","23G-F",2.57188647053856,0.361078076708737,40.9335474591147,8.19751147353616,0.492156557508356,2.99441699834613,73.9167940729405,351.33413543628,90.9597930272022,7.83635948465046,606.607000228504,389.858011184372,3938.34538552654,17.3392259000596,0.607403825163494
"23G-F07","23G-F",22.4653173738184,15.4733774118308,33.3206279797675,0.706241448946097,0.983596265338116,13.5009418724206,847.391914666083,1062.59195740261,98.3792457080786,5.87608148428324,1538.02419047347,961.931765391876,19688.4523854064,298.362548946231,1.78281835207475
"23G-F08","23G-F",2.39850003305814,6.49006301549413,65.6457070325117,0.362905698154087,0.448530406387839,1.97291929511122,130.016598451798,664.316930714627,190.898270029672,6.31839505758683,505.403047442296,505.103460933068,4160.63586712619,31.7271027422422,0.381573811935409
"23G-F09","23G-F",1.10487885073977,9.3264769608946,73.4273765047374,0.649968485278906,1.37340910438276,4.69346853688368,98.9014631687125,495.014600719007,105.769835625585,5.03598004332859,1011.26477474755,550.342535027194,3632.48384608227,31.5689685093564,1.20110493939705
"23G-F10","23G-F",2.91245420886325,11.5395309826868,59.0689004886609,3.18352044171727,0.567692572056839,3.04497690636342,114.570126649119,511.856692632516,122.71953714089,12.9393547323493,743.705274549754,394.407918024668,4064.61760518566,32.7529549606477,2.37365479345213
"23G-F11","23G-F",2.83417335758855,8.09867234615723,69.387106601064,1.84181251998954,0.536462059282667,1.70680398846545,126.110515054696,437.293435741559,104.870989649029,7.09174125260545,944.667288936803,415.781038302967,3761.46922206684,24.9805843289273,1.05853854736391
"23GVA02","23G-VA",17.6530230401024,6.80570061130657,13.9874378751496,0.0853831577921648,12.7460493130046,1.60186638079317,554.15027799228,281.081444228562,8.82595360051772,6.75488394428806,117.966572583779,73.6194660185782,16285.7407793061,20.2929041842068,0.161447170216304
"23GVA03","23G-VA",3.99317068201736,10.4881675623343,43.7413735346981,3.24453844009036,1.36833360215165,21.7852380423757,2464.3958307096,330.425954376972,90.5055410769713,9.16281410422751,739.088474165017,808.421946148474,10661.1077675794,155.874512907152,4.1410924035256
"23GVA04","23G-VA",0.790564054506835,6.63251804869415,9.84682251806833,0.512545701668738,0.830295071234857,5.14189282179191,723.998652766537,111.559387586554,8.75981592737845,6.72980879066281,433.125281841366,141.799857918502,4398.44138827181,13.7797836461501,1.04344475875602
"23GVA05","23G-VA",18.0890768520327,4.2974713600992,43.626718250498,3.14204114280661,0.490780356251195,7.68559168636688,10123.6591916621,325.303023151213,75.4668190790884,15.7910036941728,797.45020866687,0,33724.101827413,64.2936570314245,2.07940046391161
"23GVA06","23G-VA",4.20312788514562,6.82990948808793,8.42470086730739,0.240901515964483,1.43430304849427,2.60323553791553,2540.90194834383,258.563377255271,63.8031542220168,8.1458531734416,480.22039221404,254.316240279293,12082.0614289595,47.2482656394537,0.474768522090648
"23GVA07","23G-VA",1.11976786104704,8.26788814362415,9.65716321404303,0.128077823146579,0.402563348383253,3.7989069318295,42.7452584000676,121.64412855095,41.3196174369449,7.51110438434027,322.659179449123,201.976017701261,3814.88533215587,10.5244274031881,1.15148115141773
"23GVA08","23G-VA",0.530540810589348,5.80579239900311,15.4478436893083,0.189673440999684,0.250479443961705,11.7374860930927,62.4112847879061,216.196021958158,68.2639144166466,7.52006435423505,665.613629010442,276.652115443444,3743.31446776688,15.2152043820636,0.513514393051137
"23GXA01","La Milpa N",8.09019728360423,9.75878525488261,11.8115924326853,0.450410207469287,1.98062574489814,11.2219388921835,11732.6393474732,453.973689244543,272.159886896385,6.56159627342333,4368.60413263176,610.913849077489,20155.1719825405,6.72835227722542,1.13904925490213
"23GXA06","La Milpa N",20.0767394872657,8.25746057646906,8.17958291160175,0.818385150877124,1.24326637971252,19.1685199856198,36830.4125782641,449.022745517198,232.172258071569,6.099013523823,4013.92398222654,651.303387470397,51109.4112831657,15.6879257552746,0.939158339489776
"23GXA07","La Milpa N",28.9065390682668,82.3602646953639,18.5461161925028,4.93610555141167,3.83305425799112,22.6107833913493,14395.4473979765,393.088392605099,366.034312950096,5.31244953687364,2902.62742366851,411.797878941377,28647.7248532679,133.193884074297,11.5981223697797
"23GXA10","La Milpa N",2.29678990412536,12.3094185089896,8.52516773065938,0.513251033201478,0.918989744174262,14.0109236239555,3471.09004327188,373.440162866059,222.615559373524,7.86385492687004,6642.61134809413,981.722011959709,4340.55886267645,8.05340196288979,0.509631756234481
"23GXA11","La Milpa N",0.844518213547838,6.30064785993934,10.0537035719615,0.335110332799094,0.678752844800763,50.0704021353086,45.5074341783147,179.032326718385,54.3792556869657,5.95812325819776,659.308341298085,250.888251695693,3737.86990308836,4.541618561006,0.739606377016601
"23GXA12","La Milpa N",1.06961741769436,7.42470167401852,9.46930564215082,0.219835240279557,0.437827935949914,40.8734403077003,192.192570913189,174.038235979257,118.720253383553,6.56983378452303,595.928369015404,226.582329086332,4089.60716689561,5.54460733415807,0.444755758176257
"23GXA13","La Milpa N",0.986760451930064,9.53384690564993,10.1100877946054,0.324638274999497,0.411884613131727,85.0978260807166,35.563570285208,297.839333081759,73.941586672315,6.81207618849218,912.837081145435,213.556596450049,4312.93781550615,6.30657199499862,0.296253130453414
"23GXA15","La Milpa N",0.916092273738276,9.27458831788422,11.3870501948938,0.139645614931107,0.563268207801077,72.5885881489587,32.582104303228,333.421883397279,68.5235549234486,7.24137581756004,845.215794705978,241.052200580121,5278.02371403419,3.85638389235844,0.316597644419678
"23GXA16","La Milpa N",10.1517807724042,7.835492263901,46.5926218156368,0.440124299608213,1.47141936892606,24.2176271237322,13040.8610268025,487.2460065388,184.591728589117,10.436161534584,3082.00896572989,814.077606113739,21307.12300585,16.8660151290333,1.41913327626589
"23GXA17","La Milpa N",1.46485544418022,11.2814274590683,13.0436112121013,0.431892674628869,0.555939906218798,48.6452554808284,329.476501190263,217.624247432073,96.3643181263666,5.938755643459,901.993890498862,353.047613382622,3383.13116709737,22.4003415228433,0.860129914677775
"23GXA18","La Milpa N",1.27513503396965,12.4686195058322,5.16799084008422,0.398624143003365,0.509025532779132,55.3102469285818,91.6299848089414,280.951259520337,128.762859216073,5.75670298291367,801.704805568902,356.532155716893,4205.43736474215,14.1899410235978,0.531178371047702
"23GXA19","La Milpa N",3.0158264115736,7.10785368425462,9.46319074319295,0.635586998248717,1.2935603099148,10.9442685433746,3569.99466536883,392.665644431152,201.226018882365,7.00731234653926,3633.19508926709,665.154233296921,6637.97207800401,13.6979452606926,0.43915320868914
"23GXA23","La Milpa N",0.689155651860403,9.13660087437146,11.7912580493542,0.261908654358829,1.67766572618942,5.94289392617053,330.857802018602,96.9808749774098,18.4299639848717,6.72872655823876,137.384664713112,151.031592390852,4015.26387578083,11.1756388115642,0.513111598894137
"23GXA24","La Milpa N",7.94945912774362,16.2737780930646,10.9066839762383,0.4445485925429,0.82857778339767,13.0549551307767,81.6182214073057,255.039063343441,82.0262577466003,7.62389211386654,979.90329599363,278.028150960283,13254.8175045422,26.3028220996161,0.465024778189453
"24GA01","La Milpa N",1.83398094573364,20.6912120272446,3.12874258891711,2.79699701913578,0.671928553892713,11.8099730448764,347.7548244192,182.466446269958,34.8030128663374,6.67356691984743,719.053052490274,334.206355481813,3869.95516849027,23.5499817743021,2.52207562953758
"24GA02","RBR04",1331.14164472359,7.76088316947116,18.0255222203012,0.914994381057183,7.30013688260526,4.8450203818474,344.90908762307,150.843031830037,68.1836811926888,4.54185923127332,571.494493007772,295.603539028573,6937.39468327325,56.1145062546691,2.23483127210195
"24GA03","RBR04",180.095327280917,4.67951884567069,10.5681436177513,0.357344243292714,21.464957979064,1.87480071777588,334.144511500239,238.803451126405,11.8747790755224,7.57321928305213,432.361941310699,189.603702767871,6323.12773956161,16.3591430474319,0.38979270756545
"24GA04","RBR04",0.34745927606904,5.61976188646993,10.2658624454373,0.216514751706686,4.07769528497164,0.279682755266615,19.595714723893,108.908897011178,2.61808277759131,5.90511136163584,105.819907368446,92.2280192874815,3894.64499188065,9.02289872033197,0.189647602612038
"24GA05","RBR04",34.130709725312,14.0863726438533,7.51646781628545,30.0131395973421,15.9342845444746,9.34050355300566,914.20773066915,256.166449968336,49.9142702569289,7.97977973237923,646.681849131864,269.607441708218,17083.0214674738,13.6740426945208,0.413114225559226
"24GA06","RBR04",41.0905272480556,8.71106992491349,21.7147384996018,0.977393827704446,14.210400393949,4.46041259701446,244.871681216226,297.552332315509,21.6749146140419,6.67758301743312,578.824335415162,325.701270400397,4865.6593222557,70.5965780294403,0.393347736293267
"24GA07","RBR04",45.6134654771948,7.74380999355911,25.7464614300895,0.46029793084195,10.4833086164093,20.1923875532702,84446.8346063786,534.413529506471,39.8440692371146,4.00389600852876,741.035779953416,414.189853491731,95881.5413301727,17.900974596643,2.72851167155405
"24GA08","RBR04",2.91195261690538,16.9341693850761,11.1518704888346,0.15095483261053,10.3447082679706,10.0385632162975,1399.23819902102,297.110156052198,26.7507936600087,6.65430034499023,284.065433240834,272.146085167431,8990.71475147194,19.3495521461871,0.132501622316527
"24GA09","RBR04",3.25510147959393,4.70643968505798,28.8912385596567,0.597690172611993,4.09621060634118,2.1994683591966,595.224068387206,347.896986605311,23.1331194203868,8.27441446744637,498.194508442484,413.293832763822,4242.35829997176,30.3483169464385,0.483682498832314
"24GA10","RBR04",641.242314701317,8.07626406482953,23.6620917733782,0.854768873014683,5.37102359952293,10.6077235411631,254.568981536985,439.04900241232,37.7471722847884,8.18632995549592,558.040405439315,140.179030751005,18417.1244956784,23.4940434139721,0.502706526016555
"24GB01","La Milpa Quarry",6.54698667964376,13.0746749929928,2.63901953848197,0.280674798757824,0.541615899430862,43.0431468880117,32.0808086898015,162.096770580613,91.0142074172652,7.19485352728237,687.915009687442,254.632528856989,4095.86263220949,7.68923822947758,0.807358619880197
"24GB02","La Milpa Quarry",20.7946004959978,16.2238145461359,104.238669941595,4.09537358866608,8.41338937235394,0.270252978436606,387.752705457122,136.057334909986,304.115081423072,20.630958994828,7049.17727474101,2358.82597861288,12995.7438457029,68.4846320917217,8.63608139366181
"24GB03","La Milpa Quarry",0.248181579410419,7.20966771988331,57.7398009862521,0.177657170459442,2.01768608002479,0.171796757704312,10.8377905733771,101.122037386604,1.30958804088792,6.72309016813138,65.075922102573,133.123582833694,3681.51783245601,7.11053788280552,0
"24GB04","La Milpa Quarry",2.87342258701609,12.8863477251499,61.0158557680999,3.97536040305082,2.5890332840972,1.49068152765496,12.9305658899489,107.922088207991,18.2995706177169,14.4091536129641,28.4597111771093,0,7215.06441648662,55.2478888274161,1.07179968666733
"24GB05","La Milpa Quarry",3.54231714509642,6.47774516741379,33.350330432383,0.494349297172892,3.7138713315904,0.755091084155229,422.364457231527,75.8062547574878,4.15299283464894,7.5276024404735,226.937077775317,0,4037.13309613658,11.1741365638799,0.486478782687825
"24GB06","La Milpa Quarry",0.847494863279778,6.72092883998123,4.99068599648272,0.365009131738071,0.0964734397510751,1.2714308443935,28.4655030649538,104.646794410167,17.3033441668153,6.87379404885216,212.352944494924,115.60699338542,4189.64770372095,20.1108314469355,0.128284941649102
"24GB07","La Milpa Quarry",91.2641544766778,42.8839713198162,28.0296688230184,2.40455016039031,2.99753907803065,5.13017311464513,191.294906767763,241.007394311988,436.686256540036,8.20980072796899,2273.971121995,445.051471221617,4641.9289237208,47.865313623299,1.62390901225171
"24GB08","La Milpa Quarry",0.713803695236179,7.65537642544829,39.2284716407551,1.20592274841887,0.390054715661937,1.94253473327724,157.839169200073,225.541377739608,13.2967670583913,11.9566064162711,319.094333153201,0,5060.78752544592,16.5098691778528,1.36929611858854
"24GB08(2)","La Milpa Quarry",1.12908135185449,7.73057837328191,4.86239963107837,0.274039457224356,0.498959633930587,29.2895833640237,22.149024379847,134.648667835437,48.5870756944096,7.52108215204183,458.90482054677,211.46413135284,3992.04871834512,9.17685966351744,0.369612037369554
"24GB09","La Milpa Quarry",1.35745613202626,4.9983134551412,8.15060175367895,0.861658974222472,0.213598113143158,0.938293785278788,21.5524026478134,147.521256428523,28.7548617434278,6.16266261809062,326.209769664449,163.339955986962,3561.4540822341,6.24866970490147,0.46099929928229
"24GB10","La Milpa Quarry",55.5640415117023,60.2958721071572,17.1690028735565,39.1197782811929,5.56901128532203,0.852698160798885,127.37740902253,119.652505605412,10.452864561313,6.50708820998854,79.0897775355062,206.995901307823,4160.39024668917,27.6067746776582,13.2756617786612
"24GB11","La Milpa Quarry",5.82221452752339,10.5469874851218,43.3710596307072,0.620682378741413,3.92578928144552,0.768905832512979,11.5548951740033,65.5160264390823,10.2439831024107,7.786930108221,71.1345652589821,0,4818.93898218385,16.8030154362844,0.697354423846385
"24GB12","La Milpa Quarry",216.350675887354,5.64012601710298,167.719355303177,0.260512286582544,3.14949279656025,8.25977346744579,54.6451877204576,310.154024555063,56.2254859181916,7.1972347043063,490.699130436352,677.228551570544,4995.22824126704,14.8438786561012,1.15536715635536
"24GB13","La Milpa Quarry",0.657483165202904,6.27821894056612,15.3766284934715,0.31726457368997,0.396384970408653,0.388608106317943,21.0107679267998,75.4827832399909,3.62682049318342,6.87208439767999,170.365112107031,131.495219265398,4160.27679396749,6.97002567622739,1.58268866790233
"24GB14","La Milpa Quarry",47.7259939251684,7.68033322879835,12.3905652826203,1.12613313875159,3.0565922311359,5.20783568612376,229.209676011384,279.400308864862,7.44330916604652,7.11707485272493,689.69334524921,118.222251685233,4011.77842037146,22.0319125757874,0.247195252020171
"24GB15","La Milpa Quarry",2.33927299088471,8.8337055732207,80.3493230993352,0.888488312788616,4.07803697960003,0.551030484134698,33.7711321296211,109.402349067786,11.7957191422648,8.74041102012553,45.8285368516249,0,4656.63946130965,15.9809548977741,1.2255881826933
"24GB17","La Milpa Quarry",320.723785581519,6.20007676124601,61.9067185897457,0.446889165307999,4.20768430778922,1.38222430618638,27.9105708360145,216.860979989775,21.7425148658944,6.78731851320774,216.149176192133,387.60953397702,4387.21460281265,28.491491649305,0.682351600052538
"24GB18","La Milpa Quarry",44.8190228550309,21.043509373977,64.9234681765199,31.3504821501371,29.1502050789624,0.36011336047918,88.3962616176496,154.374589242617,25.3844944838184,9.22800507789593,302.662251860637,612.035437595419,4948.08680009145,30.0958476247731,15.3021180862215
"24GB19","La Milpa Quarry",0.463498328159986,9.38465673894445,70.4802092668478,0.594055665926778,2.81910706348513,0.187130683518183,24.9474328446905,174.905525416843,3.75216504639827,7.39483678807222,75.6522781646238,176.048150466324,4111.63187514089,4.18023936784261,0.330785273255302
"24GB20","La Milpa Quarry",1.30158902418451,6.82802958092036,5.43760805971751,0.283018208442827,0.460202932049905,3.56311768992987,13.5689155805631,109.415400103588,24.940527579131,6.02175393026001,143.597769448525,137.419886945557,3434.58475242827,9.00674432438558,0.274839963340413
"24GD01","RBR03",0.841993446679564,7.12736945106958,53.0630028253789,0.998219917544173,4.45873131569747,0.647610783103453,62.8215568537184,167.82309293202,22.6060805157849,13.6734818002139,91.6187456508565,0,6660.43168939582,35.9763206435883,2.54523396563835
"24GD02","RBR03",143.496720714131,9.29706561358717,20.5832898065036,1.00073219963897,2.97326220067392,1.18674543731302,1046.88797177416,381.520628455828,12.1085035951541,6.30204227952559,498.623083163136,280.040472584634,8682.85353528038,53.3406843983554,1.20291586522695
"24GD03","RBR03",0.374713811542444,8.59981715028509,9.0672953836127,0.26852003762276,4.14957367142669,0.39655990054837,79.098536950197,119.02751088037,2.4526741504344,7.27096147935611,140.488220877263,82.8364739407409,4271.41724369516,24.248801210967,0.301252635424343
"24GD04","RBR03",0.404701935169754,6.77938167268485,8.44988813884747,0.017217408280483,2.85846671489384,1.75357342058361,68.793713592742,104.663115785485,103.651658163126,6.68773424461989,448.802710334075,130.494422159991,3611.65613571107,4.18275108169219,0.281694739145771
"24GD05","RBR03",29.2831446931013,20.5074768947295,17.9604404076641,0.354213283643352,1.83573701750975,4.12224702102118,1262.34947620316,192.969479873985,23.5301827609348,7.0778541337854,64.7871420435961,131.696947385075,8216.24928366416,24.4169581060661,0.496739862249043
